Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
16300	-1583.632	-1540.996	-42.63669	412095.7	8.142256	0.998021	0.999494	1.00051	1.00198	7.837258
16400	-1567.974	-1543.753	-24.22063	960958.4	10.43399	0.998704	0.999669	1.00033	1.0013	6.32727
16500	-1571.732	-1536.632	-35.10055	752610.3	10.87897	0.998535	0.999625	1.00037	1.00147	7.386678
16600	-1576.834	-1540.182	-36.65229	798870	11.08706	0.998578	0.999636	1.00036	1.00142	7.529504
16700	-1559.588	-1535.392	-24.19592	440036.2	12.25547	0.998084	0.99951	1.00049	1.00192	6.471109
16800	-1580.129	-1541.89	-38.23886	410192.5	11.64704	0.998016	0.999492	1.00051	1.00199	7.653694
16900	-1579.8	-1541.794	-38.00648	855040.1	11.13407	0.998626	0.999649	1.00035	1.00137	7.650797
17000	-1575.924	-1542.432	-33.49113	534096.3	11.54435	0.998261	0.999555	1.00044	1.00174	7.24709
17100	-1575.499	-1537.479	-38.01949	944831	10.21899	0.998693	0.999666	1.00033	1.00131	7.641729
17200	-1564.309	-1530.891	-33.41885	272521.5	11.80123	0.997566	0.999377	1.00062	1.00244	7.237375
17300	-1562.43	-1530.551	-31.87918	550303.4	11.0914	0.998287	0.999562	1.00044	1.00171	7.099137
17400	-1581.264	-1543.291	-37.97361	722579.6	11.19936	0.998505	0.999618	1.00038	1.0015	7.646468
17500	-1560.54	-1532.829	-27.71117	864756.2	12.62867	0.998633	0.999651	1.00035	1.00137	6.754223
17600	-1565.376	-1529.536	-35.8402	180451.7	11.69472	0.997009	0.999234	1.00076	1.00299	7.446262
17700	-1565.51	-1538.101	-27.40895	546428.3	12.42215	0.998281	0.99956	1.00044	1.00172	6.732685
17800	-1576.812	-1540.02	-36.79283	99956.84	11.19536	0.995982	0.99897	1.00102	1.00402	7.541089
17900	-1587.387	-1547.286	-40.1012	506708.8	10.98858	0.998215	0.999543	1.00046	1.00179	7.843624
18000	-1581.687	-1545.619	-36.0677	794281.4	10.57839	0.998574	0.999635	1.00036	1.00143	7.468542
18100	-1589.203	-1552.378	-36.82523	521704.1	10.15559	0.998241	0.99955	1.00045	1.00176	7.520999
18200	-1585.257	-1549.635	-35.62243	657554.3	11.53955	0.998433	0.999599	1.0004	1.00157	7.431819
18300	-1564.615	-1533.484	-31.13067	502986	11.47795	0.998208	0.999542	1.00046	1.00179	7.041801
18400	-1550.222	-1523.382	-26.83967	186154.2	14.54943	0.997055	0.999246	1.00075	1.00295	6.603399
18500	-1569.767	-1539.493	-30.27402	724471.9	10.98832	0.998507	0.999618	1.00038	1.00149	6.949303
18600	-1550.57	-1525.363	-25.20709	478586.2	11.80626	0.998163	0.99953	1.00047	1.00184	6.541732
18700	-1575.146	-1546.844	-28.3019	152053	11.95991	0.996742	0.999166	1.00083	1.00326	6.805782
18800	-1551.675	-1528.884	-22.79176	400738.4	11.81912	0.997993	0.999486	1.00051	1.00201	6.337867
18900	-1584.313	-1546.899	-37.41412	374496.2	10.82109	0.997924	0.999469	1.00053	1.00208	7.599156
19000	-1582.241	-1547.862	-34.37876	289023.7	14.98839	0.997637	0.999395	1.0006	1.00237	7.075713
19100	-1567.34	-1543.565	-23.77463	781655.3	13.12752	0.998563	0.999632	1.00037	1.00144	6.440938
19200	-1571.439	-1540.266	-31.17238	164057.2	11.31727	0.996864	0.999197	1.0008	1.00314	7.04242
19300	-1579.249	-1550.361	-28.88739	566311.7	13.90028	0.998311	0.999568	1.00043	1.00169	6.789331
19400	-1559.201	-1524.141	-35.05928	580078.6	10.69843	0.998332	0.999573	1.00043	1.00167	7.37789
19500	-1556.154	-1526.401	-29.75293	971012.7	14.06727	0.99871	0.99967	1.00033	1.00129	6.840048
19600	-1565.531	-1531.748	-33.78263	740328.3	11.85989	0.998523	0.999622	1.00038	1.00148	7.266799
19700	-1573.73	-1539.063	-34.66646	707318.3	10.48473	0.998489	0.999614	1.00039	1.00151	7.331302
19800	-1575.075	-1543.963	-31.1117	238231.7	11.5616	0.997397	0.999334	1.00066	1.00261	7.041151
19900	-1569.477	-1536.219	-33.25829	695401.8	10.66583	0.998476	0.99961	1.00039	1.00152	7.207875
20000	-1588.032	-1548.967	-39.06449	942787.1	9.424214	0.998691	0.999665	1.00033	1.00131	7.68368
20100	-1573.584	-1542.703	-30.88094	37578.44	11.59098	0.993451	0.998318	1.00167	1.00656	7.0215
20200	-1554.055	-1526.073	-27.98227	446251.5	12.43646	0.998098	0.999513	1.00049	1.0019	6.778677
20300	-1564.397	-1533.709	-30.68802	683584.6	14.21478	0.998463	0.999607	1.00039	1.00154	6.895151
20400	-1577.071	-1540.871	-36.19936	588503.8	11.6099	0.998344	0.999576	1.00042	1.00166	7.479766
20500	-1561.809	-1535.459	-26.34984	98980.11	13.64595	0.995963	0.998965	1.00103	1.00404	6.618615
20600	-1571.789	-1541.101	-30.68752	81429.87	10.91971	0.995549	0.998859	1.00113	1.00446	6.983334
20700	-1590.295	-1555.038	-35.25698	560119.1	12.06162	0.998302	0.999566	1.00043	1.0017	7.383012
20800	-1581.803	-1550.089	-31.71418	695269.8	10.43852	0.998476	0.99961	1.00039	1.00152	7.045847
20900	-1552.276	-1526.247	-26.02918	796797	14.19001	0.998576	0.999636	1.00036	1.00142	6.568771
21000	-1580.03	-1546.715	-33.31541	803790.4	9.373586	0.998583	0.999638	1.00036	1.00142	7.064088
21100	-1574.114	-1536.111	-38.00252	668499.5	8.761633	0.998446	0.999602	1.0004	1.00156	7.45143
