Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2900	-1581.215	-1550.695	-30.5199	339753.7	11.63622	0.99782	0.999442	1.00056	1.00218	6.990852
3000	-1585.585	-1537.149	-48.43629	164375.4	10.41834	0.996867	0.999197	1.0008	1.00314	8.649159
3100	-1579.132	-1546.541	-32.59138	21063.95	11.93238	0.991255	0.997749	1.00222	1.00877	7.165012
3200	-1567.926	-1539.648	-28.27742	41517.96	12.33827	0.993769	0.9984	1.00159	1.00625	6.803528
3300	-1567.911	-1527.168	-40.74312	453813.9	8.499919	0.998114	0.999517	1.00048	1.00189	7.706186
3400	-1571.949	-1544.122	-27.82706	540844.2	13.81783	0.998272	0.999558	1.00044	1.00173	6.717703
3500	-1571.293	-1532.374	-38.91887	708088.2	11.1642	0.99849	0.999614	1.00039	1.00151	7.731909
3600	-1573.42	-1541.662	-31.75832	638977.5	12.37808	0.99841	0.999593	1.00041	1.00159	7.084339
3700	-1571.458	-1536.666	-34.79219	151660.5	10.17661	0.996738	0.999164	1.00083	1.00327	7.322545
3800	-1553.324	-1526.872	-26.45204	929314.3	10.35755	0.998682	0.999663	1.00034	1.00132	6.530537
3900	-1565.425	-1547.759	-17.66521	81413.77	15.90658	0.995549	0.998859	1.00113	1.00446	5.922718
4000	-1572.26	-1536.866	-35.39359	87047.62	12.67894	0.995695	0.998896	1.0011	1.00431	7.359204
4100	-1552.579	-1532.614	-19.96463	381422	12.27519	0.997943	0.999474	1.00052	1.00206	6.126823
4200	-1595.195	-1558.456	-36.73982	806569.2	12.97407	0.998585	0.999638	1.00036	1.00142	7.441766
4300	-1570.647	-1538.867	-31.7801	323782.3	12.96352	0.997767	0.999429	1.00057	1.00223	7.060061
4400	-1556.975	-1527.485	-29.48954	339281.3	10.33489	0.997819	0.999442	1.00056	1.00218	6.82119
4500	-1568.802	-1539.389	-29.41269	234951.8	12.70715	0.997379	0.999329	1.00067	1.00262	6.886617
4600	-1563.921	-1533.378	-30.54363	535046.6	12.60383	0.998263	0.999556	1.00044	1.00174	6.979381
4700	-1567.582	-1535.116	-32.46601	948230.9	12.2293	0.998695	0.999666	1.00033	1.00131	7.146779
4800	-1560.045	-1530.535	-29.51078	376353.5	12.6134	0.997929	0.99947	1.00053	1.00207	6.897163
4900	-1578.179	-1550.191	-27.98811	776649.8	12.63549	0.998558	0.999631	1.00037	1.00144	6.77602
5000	-1565.305	-1539.365	-25.93934	481848.3	12.46074	0.998169	0.999532	1.00047	1.00183	6.614434
5100	-1566.906	-1543.839	-23.06654	646592.4	12.49873	0.99842	0.999596	1.0004	1.00158	6.384577
5200	-1574.482	-1543.551	-30.93111	491671.8	12.23349	0.998188	0.999536	1.00046	1.00181	7.021176
5300	-1579.445	-1546.551	-32.89417	602477.7	10.24965	0.998363	0.999581	1.00042	1.00164	7.143069
5400	-1561.527	-1536.121	-25.40696	766159.3	12.21149	0.998548	0.999629	1.00037	1.00145	6.569283
5500	-1572.679	-1533.903	-38.77568	132082.2	10.40462	0.996505	0.999105	1.00089	1.0035	7.72157
5600	-1567.328	-1531.878	-35.45003	46333.07	12.90816	0.994101	0.998486	1.0015	1.00591	7.347327
5700	-1575.57	-1543.593	-31.97651	538735.1	10.46741	0.998269	0.999557	1.00044	1.00173	7.073354
5800	-1561.645	-1535.496	-26.14887	62014.23	11.61231	0.9949	0.998692	1.0013	1.00511	6.614188
5900	-1563.539	-1534.844	-28.69488	249453.9	11.58734	0.997456	0.999349	1.00065	1.00255	6.832805
6000	-1565.038	-1533.935	-31.10236	663987.4	13.26184	0.998441	0.999601	1.0004	1.00156	6.991467
6100	-1589.22	-1549.147	-40.07367	560455.6	10.20972	0.998303	0.999566	1.00043	1.0017	7.842492
6200	-1567.091	-1533.142	-33.94893	282915.8	11.32909	0.997611	0.999389	1.00061	1.00239	7.287778
6300	-1555.916	-1536.155	-19.76059	627286.3	14.15293	0.998396	0.99959	1.00041	1.00161	6.127872
6400	-1568.933	-1532.195	-36.73763	903479.9	13.23625	0.998663	0.999658	1.00034	1.00134	7.418712
6500	-1567.626	-1533.824	-33.80203	788978.4	11.55193	0.998569	0.999634	1.00037	1.00143	7.273946
6600	-1560.949	-1535.063	-25.88642	99934.36	11.16853	0.995982	0.99897	1.00102	1.00402	6.564895
6700	-1565.428	-1532.437	-32.99118	319760	12.10743	0.997753	0.999425	1.00057	1.00225	7.193793
6800	-1557.127	-1529.394	-27.73328	849740.8	12.20706	0.998621	0.999647	1.00035	1.00138	6.759785
6900	-1568.347	-1533.735	-34.6124	946173.6	12.19644	0.998694	0.999666	1.00033	1.00131	7.323806
7000	-1568.117	-1537.102	-31.01529	61333.59	12.69521	0.994872	0.998684	1.00131	1.00514	7.013225
7100	-1573.944	-1539.378	-34.5658	82505.48	10.70902	0.995578	0.998866	1.00113	1.00443	7.332168
7200	-1558.305	-1532.121	-26.1837	528822.5	12.83027	0.998253	0.999553	1.00045	1.00175	6.630824
7300	-1555.264	-1528.96	-26.30439	333110	12.56819	0.997798	0.999437	1.00056	1.0022	6.643289
7400	-1575.609	-1541.295	-34.31331	759205.8	10.70975	0.998542	0.999627	1.00037	1.00146	7.308621
7500	-1565.869	-1538.808	-27.06104	888132.4	11.24251	0.998652	0.999655	1.00034	1.00135	6.674775
7600	-1559.093	-1532.213	-26.87935	121232.7	11.96909	0.996352	0.999065	1.00093	1.00365	6.687006
7700	-1589.674	-1548.423	-41.25117	681861	10.47166	0.998461	0.999606	1.00039	1.00154	7.959389
7800	-1569.976	-1541.767	-28.20864	795102.4	10.79275	0.998575	0.999636	1.00036	1.00143	6.74605
7900	-1567.262	-1541.935	-25.32697	296187.4	15.16437	0.997665	0.999402	1.0006	1.00234	6.459796
8000	-1558.606	-1523.925	-34.68199	256129.9	9.850279	0.99749	0.999357	1.00064	1.00251	7.279329
8100	-1551.661	-1523.259	-28.40288	343433.5	10.8373	0.997832	0.999445	1.00055	1.00217	6.767728
8200	-1564.706	-1536.69	-28.01656	661785.6	11.57381	0.998438	0.9996	1.0004	1.00156	6.773837
8300	-1562.966	-1535.063	-27.90318	656798.6	12.95907	0.998432	0.999599	1.0004	1.00157	6.761136
8400	-1586.227	-1553.05	-33.1766	342613.9	10.68518	0.997829	0.999445	1.00055	1.00217	7.201234
8500	-1567.701	-1535.187	-32.51364	236932.2	11.78069	0.99739	0.999332	1.00067	1.00261	7.160935
8600	-1562.944	-1530.88	-32.06351	914240.5	10.52116	0.998671	0.99966	1.00034	1.00133	7.085844
8700	-1573.863	-1542.185	-31.67728	894006	10.9842	0.998656	0.999656	1.00034	1.00134	7.076834
8800	-1598.399	-1554.841	-43.55769	261248.8	10.40732	0.997514	0.999364	1.00063	1.00249	8.18112
8900	-1581.545	-1547.008	-34.53738	14066.07	12.22742	0.989303	0.997242	1.00272	1.01074	7.316243
9000	-1565.464	-1542.396	-23.06762	552299.5	13.34885	0.99829	0.999563	1.00044	1.00171	6.384327
9100	-1582.752	-1543.49	-39.2617	457144.5	8.325792	0.998121	0.999519	1.00048	1.00188	7.482291
9200	-1567.358	-1540.458	-26.89998	899556.4	13.28624	0.99866	0.999657	1.00034	1.00134	6.673724
9300	-1577.374	-1538.309	-39.06567	871635.3	13.35403	0.998639	0.999652	1.00035	1.00136	7.582237
9400	-1574.844	-1543.731	-31.11364	963157.4	9.360015	0.998705	0.999669	1.00033	1.0013	6.826231
9500	-1561.666	-1529.993	-31.67295	870806.5	10.91042	0.998638	0.999652	1.00035	1.00136	7.07314
9600	-1565.01	-1534.926	-30.08383	114546.8	11.89759	0.996247	0.999038	1.00096	1.00376	6.954926
9700	-1565.353	-1536.342	-29.01089	530507.7	11.13176	0.998255	0.999554	1.00045	1.00175	6.84274
9800	-1567.895	-1543.002	-24.89323	527771.5	12.69243	0.998251	0.999553	1.00045	1.00175	6.530999
9900	-1565.517	-1537.254	-28.26345	439060.3	13.48595	0.998082	0.999509	1.00049	1.00192	6.767071
10000	-1587.221	-1554.251	-32.96986	942724.5	11.15572	0.998691	0.999665	1.00033	1.00131	7.198878
10100	-1563.255	-1529.789	-33.46544	988276.9	10.50263	0.998722	0.999673	1.00033	1.00128	7.217917
10200	-1571.849	-1534.968	-36.88118	930717.9	8.674197	0.998683	0.999663	1.00034	1.00132	7.301002
10300	-1559.556	-1534.337	-25.21959	873108.4	12.21941	0.99864	0.999652	1.00035	1.00136	6.554072
10400	-1569.535	-1531.747	-37.78791	688055.9	14.28035	0.998468	0.999608	1.00039	1.00153	7.387146
10500	-1574.391	-1542.334	-32.05724	902502.9	12.18171	0.998662	0.999658	1.00034	1.00134	7.114718
10600	-1565.307	-1532.46	-32.84722	458629.3	10.74376	0.998124	0.99952	1.00048	1.00188	7.173477
10700	-1582.31	-1552.49	-29.81931	148638.5	14.05883	0.996705	0.999156	1.00084	1.0033	6.845367
10800	-1564.755	-1535.62	-29.13541	338839.2	14.28802	0.997817	0.999441	1.00056	1.00218	6.78069
10900	-1551.921	-1531.515	-20.4058	272076.4	12.62015	0.997564	0.999377	1.00062	1.00244	6.175507
11000	-1568.714	-1544.747	-23.96699	375423.6	13.35799	0.997926	0.999469	1.00053	1.00208	6.451505
11100	-1563.046	-1537.584	-25.46177	286671.1	10.40089	0.997627	0.999393	1.00061	1.00238	6.441408
11200	-1574.543	-1540.219	-34.32395	629757.5	13.20257	0.998399	0.99959	1.00041	1.0016	7.238925
11300	-1570.968	-1535.675	-35.29265	204603.2	11.41622	0.997191	0.999281	1.00072	1.00281	7.405376
11400	-1581.698	-1541.189	-40.50875	49601.56	9.804946	0.994298	0.998536	1.00145	1.00571	7.868188
11500	-1548.479	-1530.772	-17.70658	270519.9	12.04811	0.997557	0.999375	1.00062	1.00244	5.926915
11600	-1572.643	-1541.322	-31.32049	575571.6	13.61288	0.998325	0.999572	1.00043	1.00168	6.985172
11700	-1567.906	-1540.569	-27.33733	198622	12.02391	0.997149	0.99927	1.00073	1.00285	6.725999
11800	-1571.031	-1536.803	-34.22802	749493.9	10.5062	0.998532	0.999625	1.00037	1.00147	7.290729
11900	-1582.917	-1545.069	-37.8489	666576.9	11.08949	0.998444	0.999602	1.0004	1.00156	7.637396
12000	-1576.786	-1553.98	-22.80566	750122.9	13.01821	0.998533	0.999625	1.00037	1.00147	6.367672
12100	-1565.634	-1537.136	-28.49871	657821.4	15.30518	0.998433	0.999599	1.0004	1.00157	6.657089
12200	-1594.854	-1560.377	-34.47742	144050.1	10.72452	0.996653	0.999143	1.00085	1.00335	7.324505
12300	-1552.518	-1532.584	-19.93373	838419.8	12.79139	0.998612	0.999645	1.00035	1.00139	6.142812
12400	-1553.175	-1528.327	-24.84827	346441.2	12.16333	0.997841	0.999448	1.00055	1.00216	6.522539
12500	-1559.378	-1540.485	-18.8924	339132.5	13.96019	0.997818	0.999442	1.00056	1.00218	6.069559
12600	-1564.005	-1534.501	-29.50385	464765.9	11.44742	0.998136	0.999523	1.00048	1.00187	6.899226
12700	-1557.273	-1529.721	-27.55239	304608.5	13.93372	0.997698	0.999411	1.00059	1.0023	6.691404
12800	-1561.642	-1531.71	-29.93176	560236.7	13.90589	0.998302	0.999566	1.00043	1.0017	6.864081
12900	-1562.873	-1535.673	-27.19982	257531.2	13.66076	0.997496	0.999359	1.00064	1.00251	6.680193
13000	-1564.556	-1531.999	-32.55702	54971.82	10.26222	0.994584	0.99861	1.00138	1.00543	7.111373
13100	-1547.71	-1526.314	-21.39654	680126.9	11.65652	0.998459	0.999606	1.00039	1.00154	6.208356
13200	-1562.097	-1545.455	-16.64212	51048.07	14.09318	0.99438	0.998557	1.00143	1.00563	5.907909
13300	-1566.495	-1540.096	-26.39885	105821.1	12.05505	0.996095	0.998999	1.001	1.00391	6.648497
13400	-1561.4	-1530.964	-30.4362	854323.1	13.28836	0.998625	0.999648	1.00035	1.00138	6.939761
13500	-1579.456	-1545.39	-34.06638	427246.3	10.45474	0.998056	0.999503	1.0005	1.00195	7.272218
13600	-1576.298	-1545.892	-30.40559	153411.2	14.19084	0.996757	0.999169	1.00083	1.00325	6.877122
13700	-1556.281	-1529.243	-27.03874	769818.1	12.00245	0.998552	0.99963	1.00037	1.00145	6.700855
13800	-1585.328	-1544.806	-40.52185	17313.73	10.3129	0.990356	0.997516	1.00245	1.00968	7.888363
13900	-1573.02	-1538.904	-34.11566	457296	10.69155	0.998121	0.999519	1.00048	1.00188	7.289394
14000	-1558.8	-1528.901	-29.89882	678984.2	11.13329	0.998458	0.999606	1.00039	1.00154	6.922576
14100	-1561.114	-1533.288	-27.82608	741239	11.45074	0.998524	0.999623	1.00038	1.00148	6.7528
14200	-1550.696	-1523.518	-27.17812	151036.8	10.98752	0.996731	0.999163	1.00083	1.00327	6.667494
14300	-1562.002	-1540.26	-21.74211	682573.2	12.49127	0.998462	0.999607	1.00039	1.00154	6.278417
14400	-1574.771	-1541.626	-33.14551	93516.53	10.62623	0.995846	0.998935	1.00106	1.00416	7.195114
14500	-1566.084	-1544.646	-21.43875	841818.4	13.71408	0.998615	0.999646	1.00035	1.00139	6.257503
14600	-1574.189	-1539.493	-34.69689	599200.8	11.38027	0.998358	0.99958	1.00042	1.00164	7.353493
14700	-1558.664	-1537.592	-21.07287	197985.3	12.25952	0.997145	0.999269	1.00073	1.00286	6.216451
14800	-1590.163	-1558.633	-31.53069	472294.1	10.70538	0.998151	0.999527	1.00047	1.00185	7.048518
14900	-1561.169	-1528.703	-32.46651	627573.6	12.81824	0.998396	0.99959	1.00041	1.0016	7.12116
15000	-1572.729	-1536.154	-36.57476	218676.6	13.07436	0.997283	0.999304	1.00069	1.00272	7.420585
15100	-1573.534	-1547.289	-26.24498	610630	13.66337	0.998374	0.999584	1.00042	1.00163	6.610184
15200	-1560.43	-1525.136	-35.29477	857770.9	12.14186	0.998628	0.999649	1.00035	1.00137	7.382429
15300	-1568.055	-1530.037	-38.01799	424660.6	9.549886	0.99805	0.999501	1.0005	1.00195	7.588258
15400	-1574.761	-1541.991	-32.76966	903977.6	11.58354	0.998663	0.999658	1.00034	1.00134	7.184479
15500	-1568.72	-1540.251	-28.46929	758229.9	11.09371	0.998541	0.999627	1.00037	1.00146	6.79184
15600	-1574.302	-1541.162	-33.14027	885828.3	10.08118	0.99865	0.999655	1.00034	1.00135	7.150454
15700	-1548.11	-1527.561	-20.54928	30987.83	13.69469	0.992788	0.998146	1.00184	1.00723	6.192914
15800	-1582.177	-1548.419	-33.7577	263726	10.20675	0.997526	0.999367	1.00063	1.00248	7.223607
15900	-1571.119	-1531.403	-39.71596	455177.5	10.07901	0.998117	0.999518	1.00048	1.00188	7.802635
16000	-1579.371	-1537.702	-41.66903	479000.1	12.70112	0.998164	0.99953	1.00047	1.00184	7.851786
16100	-1573.761	-1536.781	-36.9795	452587.4	12.78691	0.998111	0.999517	1.00048	1.00189	7.475769
16200	-1550.877	-1529.171	-21.70603	131523	12.11574	0.996497	0.999103	1.00089	1.00351	6.262089
16300	-1573.547	-1546.526	-27.02027	122315.8	14.04961	0.996368	0.999069	1.00093	1.00364	6.646796
16400	-1570.057	-1536.601	-33.45609	566770.5	13.0639	0.998312	0.999568	1.00043	1.00169	7.182755
16500	-1558.814	-1538.011	-20.80234	747722.7	12.70984	0.99853	0.999624	1.00038	1.00147	6.209078
16600	-1572.306	-1541.409	-30.89726	298166.6	12.51245	0.997673	0.999404	1.00059	1.00233	7.010644
16700	-1580.512	-1543.393	-37.11899	990224.5	9.889821	0.998723	0.999673	1.00033	1.00128	7.530272
16800	-1573.201	-1543.059	-30.1422	811212.4	12.68776	0.998589	0.999639	1.00036	1.00141	6.944714
16900	-1576.051	-1539.882	-36.16927	886060.1	12.11851	0.99865	0.999655	1.00034	1.00135	7.4557
17000	-1568.91	-1545.018	-23.89196	413843	12.75142	0.998025	0.999495	1.0005	1.00198	6.452247
17100	-1587.086	-1563.376	-23.71042	692871.1	11.94693	0.998473	0.99961	1.00039	1.00153	6.421345
17200	-1563.42	-1535.991	-27.42856	413325.6	13.69905	0.998024	0.999494	1.0005	1.00198	6.695027
17300	-1566.358	-1528.42	-37.93853	829335.5	9.97336	0.998605	0.999643	1.00036	1.0014	7.619383
17400	-1562.607	-1531.625	-30.98211	558813	12.13338	0.9983	0.999565	1.00043	1.0017	7.027396
17500	-1572.135	-1538.212	-33.92285	195181.8	11.15257	0.997124	0.999264	1.00073	1.00288	7.284267
17600	-1565.171	-1531.328	-33.84296	543990.1	11.49226	0.998277	0.999559	1.00044	1.00172	7.27801
17700	-1563.014	-1534.99	-28.0242	233975.2	11.343	0.997373	0.999328	1.00067	1.00263	6.765465
17800	-1555.244	-1530.342	-24.90227	115829.9	11.79714	0.996268	0.999044	1.00095	1.00374	6.515537
17900	-1565.339	-1534.684	-30.65525	485785.6	11.11315	0.998177	0.999534	1.00047	1.00182	6.989701
18000	-1573.304	-1537.735	-35.56844	130174.7	14.57162	0.996479	0.999098	1.0009	1.00353	7.200954
18100	-1563.852	-1532.476	-31.37671	537443.2	11.51821	0.998267	0.999557	1.00044	1.00173	7.06369
18200	-1582.277	-1542.043	-40.23417	564315.1	13.29646	0.998308	0.999567	1.00043	1.00169	7.676194
18300	-1582.714	-1548.238	-34.47591	3945.698	10.51605	0.979837	0.994759	1.0051	1.02031	7.31486
18400	-1561.03	-1525.93	-35.10023	14335.63	11.70338	0.989404	0.997269	1.00269	1.01064	7.382753
18500	-1562.558	-1533.179	-29.37856	102811	11.07169	0.996039	0.998985	1.00101	1.00397	6.872618
18600	-1572.2	-1538.15	-34.05027	544584.7	12.20044	0.998278	0.99956	1.00044	1.00172	7.27755
18700	-1567.684	-1537.918	-29.76583	919579.6	11.74867	0.998675	0.999661	1.00034	1.00133	6.927423
18800	-1573.683	-1531.456	-42.22728	647527.6	10.46857	0.998421	0.999596	1.0004	1.00158	8.052643
18900	-1558.571	-1528.897	-29.67411	331898.7	13.87674	0.997794	0.999436	1.00056	1.00221	6.847499
19000	-1552.194	-1523.046	-29.14837	42399.67	11.58244	0.993834	0.998417	1.00157	1.00618	6.87183
19100	-1568.714	-1536.795	-31.91828	899123	11.75843	0.99866	0.999657	1.00034	1.00134	7.110565
19200	-1560.464	-1529.298	-31.16636	787587.9	12.30584	0.998568	0.999634	1.00037	1.00143	7.038567
19300	-1564.504	-1532.374	-32.12992	800127.3	11.26305	0.998579	0.999637	1.00036	1.00142	7.126058
19400	-1558.115	-1529.751	-28.36339	149574.4	12.40922	0.996715	0.999159	1.00084	1.00329	6.809689
19500	-1570.984	-1541.893	-29.09099	74729.13	10.15043	0.995354	0.998809	1.00118	1.00465	6.758706
19600	-1569.317	-1539.907	-29.41015	753996.5	14.22937	0.998537	0.999626	1.00037	1.00146	6.8042
19700	-1564.657	-1530.47	-34.18656	291045.4	9.17133	0.997645	0.999397	1.0006	1.00236	7.117102
19800	-1572.515	-1539.652	-32.86315	433565.8	11.79251	0.99807	0.999506	1.00049	1.00193	7.190423
19900	-1578.082	-1544.793	-33.28892	479514.4	11.71346	0.998165	0.999531	1.00047	1.00184	7.22784
20000	-1570.057	-1541.627	-28.43032	774920	12.12169	0.998556	0.999631	1.00037	1.00144	6.817092
20100	-1562.774	-1531.135	-31.63875	400234.3	10.9213	0.997992	0.999486	1.00051	1.00201	7.07052
20200	-1564.349	-1531.11	-33.23854	506119.6	11.92393	0.998214	0.999543	1.00046	1.00179	7.219455
20300	-1560.096	-1529.998	-30.09848	892403.3	11.44998	0.998655	0.999656	1.00034	1.00135	6.951232
20400	-1557.259	-1527.99	-29.26936	692275.7	10.75696	0.998473	0.999609	1.00039	1.00153	6.841522
20500	-1566.332	-1538.752	-27.58016	74344.07	12.23438	0.995342	0.998805	1.00119	1.00467	6.74726
20600	-1564.478	-1535.888	-28.58946	834062.7	13.11648	0.998609	0.999644	1.00036	1.00139	6.808159
20700	-1596.412	-1560.48	-35.93252	732829.9	11.60545	0.998516	0.99962	1.00038	1.00149	7.45691
20800	-1563.894	-1535.603	-28.29085	453371.9	12.88266	0.998113	0.999517	1.00048	1.00189	6.793497
20900	-1560.315	-1528.516	-31.799	16294.84	14.27233	0.99006	0.997439	1.00253	1.00998	6.968447
21000	-1590.898	-1558.694	-32.20396	940936.8	10.31684	0.99869	0.999665	1.00033	1.00131	7.082176
21100	-1572.521	-1538.824	-33.69735	686802.6	10.37158	0.998467	0.999608	1.00039	1.00153	7.2311
21200	-1575.215	-1538.903	-36.31232	719081.6	12.28107	0.998501	0.999617	1.00038	1.0015	7.458237
21300	-1563.907	-1539.561	-24.34585	544103.9	11.4629	0.998277	0.999559	1.00044	1.00172	6.449687
21400	-1550.422	-1526.843	-23.57864	616146.9	14.58753	0.998381	0.999586	1.00041	1.00162	6.377319
21500	-1557.967	-1539.185	-18.78275	411951.8	12.4468	0.99802	0.999493	1.00051	1.00198	6.039448
21600	-1586.53	-1548.937	-37.59353	602646.6	10.53458	0.998363	0.999581	1.00042	1.00164	7.611788
21700	-1563.864	-1532.168	-31.69628	492669.5	11.71018	0.99819	0.999537	1.00046	1.00181	7.091883
21800	-1567.183	-1539.568	-27.61489	997213.8	12.85723	0.998727	0.999675	1.00032	1.00127	6.741692
21900	-1570.586	-1534.501	-36.0845	969537.4	12.61923	0.998709	0.99967	1.00033	1.00129	7.417926
22000	-1554.21	-1534.923	-19.28675	357915.8	14.05146	0.997876	0.999457	1.00054	1.00213	6.09632
22100	-1578.144	-1546.778	-31.36608	376725.7	10.83376	0.99793	0.99947	1.00053	1.00207	7.040957
22200	-1577.743	-1539.152	-38.5912	662481	10.16699	0.998439	0.999601	1.0004	1.00156	7.695417
22300	-1579.934	-1543.358	-36.57655	313382.5	10.01775	0.99773	0.999419	1.00058	1.00227	7.48646
22400	-1573.314	-1540.926	-32.38792	46677.16	11.5913	0.994123	0.998491	1.0015	1.00589	7.151513
22500	-1568.253	-1540.296	-27.95695	103182.5	12.72118	0.996046	0.998987	1.00101	1.00396	6.77174
22600	-1573.711	-1539.942	-33.76968	18130.36	12.70975	0.990576	0.997573	1.0024	1.00946	7.229342
22700	-1571.479	-1548.055	-23.42437	485186.3	11.7044	0.998176	0.999533	1.00047	1.00183	6.385163
22800	-1577.617	-1549.017	-28.5991	643671.2	10.55928	0.998416	0.999595	1.0004	1.00158	6.760563
22900	-1579.596	-1543.07	-36.52629	716103.9	10.87788	0.998498	0.999616	1.00038	1.0015	7.517722
23000	-1592.596	-1552.585	-40.0111	592272.6	11.03351	0.998349	0.999578	1.00042	1.00165	7.834139
23100	-1576.98	-1540.862	-36.11845	822340.8	9.98769	0.998599	0.999642	1.00036	1.0014	7.438152
23200	-1576.172	-1537.864	-38.30858	416422.2	10.07079	0.998031	0.999496	1.0005	1.00197	7.662533
23300	-1561.074	-1525.697	-35.37735	516794.5	11.44171	0.998232	0.999548	1.00045	1.00177	7.412404
23400	-1577.28	-1537.134	-40.14579	354447.5	9.365197	0.997866	0.999454	1.00054	1.00214	7.791805
23500	-1584.775	-1549.377	-35.39751	128848.9	12.30807	0.996461	0.999093	1.0009	1.00354	7.382277
23600	-1560.978	-1538.583	-22.39464	741703.5	14.07155	0.998524	0.999623	1.00038	1.00148	6.316825
23700	-1566.948	-1540.795	-26.15277	234094.8	13.36644	0.997374	0.999328	1.00067	1.00263	6.614849
23800	-1560.093	-1529	-31.09282	478794.8	11.38588	0.998164	0.99953	1.00047	1.00184	7.036912
23900	-1569.592	-1533.386	-36.20584	773565.2	14.36677	0.998555	0.99963	1.00037	1.00145	7.267083
24000	-1561.695	-1529.238	-32.45703	472328.9	10.81459	0.998151	0.999527	1.00047	1.00185	7.140751
24100	-1577.34	-1541.47	-35.8704	270604.8	9.773431	0.997558	0.999375	1.00062	1.00244	7.391618
24200	-1594.401	-1556.28	-38.12057	730541.6	11.61657	0.998513	0.99962	1.00038	1.00149	7.644944
24300	-1564.167	-1530.799	-33.36846	817255.2	9.595229	0.998594	0.999641	1.00036	1.00141	7.108849
24400	-1564.759	-1534.761	-29.99887	795128.1	13.04672	0.998575	0.999636	1.00036	1.00143	6.918916
24500	-1564.886	-1533.572	-31.31354	540351.3	13.32613	0.998271	0.999558	1.00044	1.00173	7.003466
24600	-1566.099	-1532.06	-34.0387	718779.6	10.99447	0.998501	0.999617	1.00038	1.0015	7.292045
24700	-1580.418	-1551.772	-28.64604	932618.7	12.0641	0.998684	0.999664	1.00034	1.00132	6.834917
