Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
12600	-1579.644	-1543.263	-36.38128	836112.4	10.46649	0.99861	0.999645	1.00035	1.00139	7.494124
12700	-1572.415	-1536.62	-35.79465	514436.8	11.87162	0.998228	0.999547	1.00045	1.00177	7.435981
12800	-1567.567	-1532.773	-34.79375	630882.5	11.38431	0.9984	0.999591	1.00041	1.0016	7.361971
12900	-1565.002	-1531.793	-33.20931	237582	10.73033	0.997393	0.999333	1.00066	1.00261	7.206541
13000	-1568.144	-1536.067	-32.07693	253998.8	10.78839	0.997479	0.999355	1.00064	1.00252	7.104234
13100	-1568.927	-1537.459	-31.46728	181279.1	10.77468	0.997016	0.999236	1.00076	1.00299	7.046915
13200	-1554.312	-1528.124	-26.18877	412655.4	16.00303	0.998022	0.999494	1.0005	1.00198	6.450547
13300	-1556.591	-1533.599	-22.99158	118324.9	12.52108	0.996307	0.999054	1.00094	1.0037	6.378965
13400	-1558.327	-1530.21	-28.11694	883899	13.09495	0.998648	0.999654	1.00034	1.00135	6.772933
13500	-1566.299	-1543.122	-23.17714	572632.7	15.23619	0.998321	0.99957	1.00043	1.00168	6.313662
13600	-1567.728	-1541.302	-26.42623	495042.6	11.36498	0.998194	0.999538	1.00046	1.00181	6.625869
13700	-1572.376	-1532.685	-39.69134	790114.2	11.54028	0.99857	0.999634	1.00036	1.00143	7.784386
13800	-1565.915	-1539.999	-25.91614	656306.8	13.30318	0.998431	0.999599	1.0004	1.00157	6.599157
13900	-1580.017	-1546.253	-33.76355	123456	10.29516	0.996385	0.999074	1.00092	1.00362	7.231632
14000	-1569.6	-1543.158	-26.44241	483138.6	12.93015	0.998172	0.999532	1.00047	1.00183	6.649044
14100	-1572.768	-1546.672	-26.09606	380394.6	12.19575	0.99794	0.999473	1.00053	1.00206	6.625534
14200	-1565.659	-1537.938	-27.72162	751147.1	11.86293	0.998534	0.999625	1.00037	1.00147	6.755802
14300	-1572.766	-1539.462	-33.3037	874176	12.67499	0.998641	0.999652	1.00035	1.00136	7.194587
14400	-1576.879	-1547.238	-29.64067	114832.7	10.46634	0.996251	0.999039	1.00096	1.00375	6.850091
14500	-1561.677	-1540.295	-21.38276	853665.4	12.02319	0.998625	0.999648	1.00035	1.00138	6.230734
14600	-1558.93	-1534.535	-24.39491	777508.5	14.27403	0.998559	0.999631	1.00037	1.00144	6.449591
14700	-1572.377	-1536.27	-36.10777	581106.1	12.78134	0.998333	0.999574	1.00043	1.00167	7.408014
14800	-1564.276	-1531.322	-32.95389	336951.5	9.773613	0.997811	0.99944	1.00056	1.00219	7.093232
14900	-1565.611	-1537.171	-28.43989	968737.1	11.5417	0.998709	0.99967	1.00033	1.00129	6.809457
15000	-1569.938	-1532.549	-37.38877	198623.4	10.5083	0.997149	0.99927	1.00073	1.00285	7.591635
15100	-1577.853	-1542.034	-35.81913	882770.2	11.41067	0.998647	0.999654	1.00035	1.00135	7.451592
15200	-1562.936	-1530.683	-32.25255	855414.6	13.555	0.998626	0.999649	1.00035	1.00137	7.057895
15300	-1560.088	-1529.881	-30.20663	408641.9	10.67679	0.998012	0.999491	1.00051	1.00199	6.922625
15400	-1575.254	-1541.585	-33.66851	751264.7	12.98488	0.998534	0.999625	1.00037	1.00147	7.204327
15500	-1582.605	-1546.75	-35.85568	398725.4	9.24589	0.997988	0.999485	1.00051	1.00201	7.313058
15600	-1567.046	-1534.938	-32.10859	834660.2	11.27853	0.998609	0.999644	1.00036	1.00139	7.124463
15700	-1570.067	-1535.654	-34.41286	981758.9	11.85361	0.998717	0.999672	1.00033	1.00128	7.320124
15800	-1572.638	-1542.046	-30.59213	713732.4	14.15484	0.998496	0.999615	1.00038	1.0015	6.893047
15900	-1548.834	-1522.007	-26.82628	245779.8	11.50432	0.997437	0.999344	1.00065	1.00257	6.668003
16000	-1570.708	-1538.852	-31.85517	270041.3	14.18097	0.997555	0.999374	1.00062	1.00245	6.980098
16100	-1568.015	-1531.605	-36.41018	576009.4	9.607511	0.998326	0.999572	1.00043	1.00168	7.42742
16200	-1565.061	-1537.609	-27.45167	564308.7	11.72221	0.998308	0.999567	1.00043	1.00169	6.729745
16300	-1579.468	-1542.468	-36.99958	894581.9	14.32408	0.998656	0.999656	1.00034	1.00134	7.327091
16400	-1563.375	-1530.508	-32.86651	863004.1	12.01868	0.998632	0.99965	1.00035	1.00137	7.185985
16500	-1567.172	-1540.458	-26.71368	216882	12.42962	0.997272	0.999302	1.0007	1.00273	6.676693
16600	-1576.401	-1543.389	-33.01266	685408.1	10.90509	0.998465	0.999607	1.00039	1.00154	7.195738
16700	-1582.159	-1541.326	-40.83268	681093.7	10.23186	0.99846	0.999606	1.00039	1.00154	7.917266
16800	-1578.406	-1548.987	-29.41933	72365.08	12.65197	0.995279	0.998789	1.0012	1.00473	6.888812
16900	-1571.519	-1544.811	-26.70777	670964.6	11.23761	0.998449	0.999603	1.0004	1.00155	6.643039
17000	-1570.857	-1543.149	-27.70762	781218.9	12.37896	0.998562	0.999632	1.00037	1.00144	6.757085
17100	-1564.94	-1534.518	-30.42186	447824.4	12.53345	0.998101	0.999514	1.00048	1.0019	6.972004
17200	-1564.55	-1536.776	-27.77429	804627.9	11.21894	0.998583	0.999638	1.00036	1.00142	6.736893
17300	-1574.392	-1543.219	-31.17349	414748.3	11.05961	0.998027	0.999495	1.0005	1.00197	7.034249
17400	-1566.341	-1536.393	-29.94778	908517.8	11.70483	0.998667	0.999659	1.00034	1.00133	6.942515
17500	-1575.938	-1543.086	-32.85257	814103.8	13.02147	0.998592	0.99964	1.00036	1.00141	7.139228
17600	-1569.978	-1541.749	-28.2291	47890.73	10.76289	0.994198	0.99851	1.00148	1.00581	6.745342
17700	-1566.042	-1536.021	-30.02092	940908.7	13.72486	0.99869	0.999665	1.00033	1.00131	6.882598
17800	-1580.308	-1548.692	-31.61578	294676	11.27726	0.997659	0.999401	1.0006	1.00234	7.08074
17900	-1571.682	-1533.678	-38.00429	873610.2	13.18921	0.99864	0.999652	1.00035	1.00136	7.518978
18000	-1566.172	-1531.047	-35.1252	66472.8	12.86996	0.995074	0.998736	1.00125	1.00493	7.324915
18100	-1565.379	-1539.83	-25.54914	608651.5	10.58764	0.998371	0.999583	1.00042	1.00163	6.475384
18200	-1562.826	-1537.867	-24.95941	500868.7	12.13272	0.998205	0.999541	1.00046	1.0018	6.531007
18300	-1576.26	-1540.092	-36.16772	923908.6	13.11632	0.998678	0.999662	1.00034	1.00132	7.385938
18400	-1572.477	-1540.825	-31.65196	466951.6	12.38242	0.99814	0.999524	1.00047	1.00186	7.075603
18500	-1558.035	-1533.024	-25.0111	399370.4	11.9951	0.997989	0.999486	1.00051	1.00201	6.531704
18600	-1553.124	-1526.396	-26.72816	385190.7	12.83541	0.997953	0.999476	1.00052	1.00205	6.67316
18700	-1564.704	-1536.181	-28.52216	766803.9	11.06797	0.998549	0.999629	1.00037	1.00145	6.795037
18800	-1570.165	-1534.829	-35.33515	272452	11.26196	0.997566	0.999377	1.00062	1.00244	7.410644
18900	-1565.86	-1539.867	-25.99345	104927	11.36306	0.996079	0.998995	1.001	1.00393	6.587671
19000	-1563.78	-1538.425	-25.35489	54666.69	11.64617	0.994569	0.998606	1.00138	1.00544	6.547452
19100	-1555.373	-1536.343	-19.02995	981649.7	15.21739	0.998717	0.999672	1.00033	1.00128	6.042283
19200	-1563.17	-1531.185	-31.98511	920726.1	10.26911	0.998676	0.999661	1.00034	1.00133	7.05633
19300	-1564.186	-1537.302	-26.88348	734701.4	13.99057	0.998517	0.999621	1.00038	1.00148	6.640328
19400	-1562.116	-1531.414	-30.70149	395212.8	13.14168	0.997979	0.999483	1.00052	1.00202	6.967847
19500	-1569.436	-1537.041	-32.39435	657732.8	10.10444	0.998433	0.999599	1.0004	1.00157	7.0791
19600	-1572.078	-1536.833	-35.24487	717244	8.944255	0.9985	0.999616	1.00038	1.0015	7.182934
19700	-1584.57	-1546.129	-38.44179	870499.3	10.60231	0.998638	0.999652	1.00035	1.00136	7.693271
19800	-1573.006	-1538.49	-34.51642	423225	10.27531	0.998047	0.9995	1.0005	1.00195	7.303293
19900	-1550.237	-1524.52	-25.71764	978973.8	12.0426	0.998716	0.999672	1.00033	1.00128	6.591717
20000	-1573.8	-1540.698	-33.10275	450998.2	11.64103	0.998108	0.999516	1.00048	1.00189	7.212773
20100	-1569.057	-1539.347	-29.71085	3575.738	9.737398	0.978824	0.994491	1.00535	1.02134	6.754901
20200	-1566.673	-1531.555	-35.11806	120738.4	12.67651	0.996344	0.999063	1.00093	1.00366	7.337632
20300	-1573.267	-1551.095	-22.17211	87527.3	15.34467	0.995707	0.998899	1.00109	1.0043	6.241416
20400	-1565.115	-1529.277	-35.83787	829741.9	12.56474	0.998605	0.999643	1.00036	1.0014	7.40206
20500	-1569.479	-1535.574	-33.90541	633999.3	10.48079	0.998404	0.999592	1.00041	1.0016	7.25847
20600	-1570.019	-1531.455	-38.56346	566.6078	10.29659	0.947116	0.985861	1.01313	1.05389	7.697911
20700	-1579.164	-1549.409	-29.75473	13442.58	11.88493	0.989058	0.997179	1.00278	1.01098	6.927243
20800	-1565.255	-1534.356	-30.89919	762560.7	11.13896	0.998545	0.999628	1.00037	1.00146	7.012644
20900	-1555.91	-1527.635	-28.27496	903530	10.30707	0.998663	0.999658	1.00034	1.00134	6.700072
21000	-1576.922	-1550.923	-25.9984	756204.6	12.58112	0.998539	0.999626	1.00037	1.00146	6.618882
21100	-1585.085	-1553.307	-31.77748	252034.2	11.34035	0.997469	0.999352	1.00065	1.00253	7.096309
21200	-1571.729	-1540.258	-31.47173	639779.6	9.76636	0.998411	0.999594	1.00041	1.00159	6.940425
21300	-1571.297	-1538.396	-32.90097	980054.1	13.02322	0.998716	0.999672	1.00033	1.00128	7.142835
21400	-1565.024	-1536.436	-28.58873	214327.2	12.13748	0.997256	0.999297	1.0007	1.00275	6.830131
21500	-1579.492	-1546.021	-33.47119	613642.8	12.07668	0.998378	0.999585	1.00041	1.00162	7.234467
21600	-1585.293	-1542.261	-43.0324	839948.5	10.1096	0.998613	0.999645	1.00035	1.00139	8.131949
21700	-1590.51	-1546.331	-44.17914	546257.8	8.343109	0.998281	0.99956	1.00044	1.00172	8.076914
21800	-1581.426	-1544.856	-36.56998	936752.5	13.86971	0.998687	0.999664	1.00034	1.00131	7.345154
21900	-1577.513	-1539.981	-37.53146	383039.8	10.70413	0.997947	0.999475	1.00052	1.00205	7.60904
22000	-1564.422	-1535.789	-28.63266	840355.2	13.0088	0.998614	0.999646	1.00035	1.00139	6.815627
22100	-1558.93	-1531.129	-27.80054	348913.6	11.93303	0.997849	0.99945	1.00055	1.00215	6.763521
22200	-1569.565	-1530.706	-38.85915	435238.9	10.75611	0.998074	0.999507	1.00049	1.00193	7.73302
22300	-1587.386	-1547.297	-40.08894	736259.7	12.05854	0.998519	0.999621	1.00038	1.00148	7.783857
22400	-1584.646	-1547.286	-37.3599	595530.8	10.74623	0.998353	0.999579	1.00042	1.00165	7.593531
22500	-1559.611	-1536.333	-23.27877	146874.3	12.03004	0.996685	0.999151	1.00085	1.00332	6.388703
22600	-1592.808	-1545.655	-47.15294	940971.4	8.488393	0.99869	0.999665	1.00033	1.00131	8.458461
22700	-1559.356	-1530.839	-28.51669	557649.5	13.19449	0.998298	0.999565	1.00043	1.0017	6.799409
22800	-1557.939	-1525.095	-32.84411	237321.5	10.63874	0.997392	0.999332	1.00067	1.00261	7.167488
22900	-1559.205	-1530.847	-28.35871	450576.6	11.64727	0.998107	0.999516	1.00048	1.00189	6.805403
23000	-1572.985	-1544.341	-28.64398	518008.5	10.91415	0.998234	0.999548	1.00045	1.00177	6.795789
23100	-1568.165	-1537.041	-31.12493	393536.9	13.33433	0.997974	0.999482	1.00052	1.00203	6.988812
23200	-1569.548	-1541.231	-28.31708	574830.8	13.45769	0.998324	0.999571	1.00043	1.00168	6.772436
23300	-1562.853	-1534.865	-27.98877	65791.11	14.21671	0.995049	0.99873	1.00126	1.00496	6.705136
23400	-1560.41	-1527.561	-32.84906	248049.6	13.63799	0.997449	0.999347	1.00065	1.00255	7.095511
23500	-1570.848	-1543.745	-27.10322	950138.6	11.78954	0.998696	0.999667	1.00033	1.0013	6.701907
23600	-1557.598	-1526.957	-30.64044	615409.3	12.30558	0.99838	0.999586	1.00041	1.00162	6.995836
23700	-1580.644	-1544.978	-35.66673	769622.2	10.52178	0.998551	0.99963	1.00037	1.00145	7.428344
23800	-1572.744	-1536.201	-36.54287	998551	10.56006	0.998728	0.999675	1.00032	1.00127	7.512891
23900	-1557.248	-1532.415	-24.83346	99294.16	13.11859	0.995969	0.998967	1.00103	1.00404	6.521762
24000	-1577.101	-1548.076	-29.02499	871215.9	12.31413	0.998639	0.999652	1.00035	1.00136	6.864447
24100	-1582.63	-1549.877	-32.75279	190911.2	11.95136	0.997092	0.999255	1.00074	1.00291	7.178125
24200	-1558.299	-1528.946	-29.35229	784911.6	12.6125	0.998566	0.999633	1.00037	1.00144	6.884623
24300	-1570.845	-1542.763	-28.08247	456273.9	13.84959	0.998119	0.999519	1.00048	1.00188	6.734372
24400	-1567.074	-1535.206	-31.86809	880461.4	10.93766	0.998646	0.999654	1.00035	1.00135	7.092246
