Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	branch_rate_var[53]	branch_rate_var[54]	branch_rate_var[55]	branch_rate_var[56]	branch_rate_var[57]	branch_rate_var[58]	branch_rate_var[59]	branch_rate_var[60]	branch_rate_var[61]	branch_rate_var[62]	branch_rate_var[63]	branch_rate_var[64]	branch_rate_var[65]	branch_rate_var[66]	branch_rate_var[67]	branch_rate_var[68]	branch_rate_var[69]	branch_rate_var[70]	branch_rate_var[71]	branch_rate_var[72]	branch_rate_var[73]	branch_rate_var[74]	branch_rate_var[75]	branch_rate_var[76]	branch_rate_var[77]	branch_rate_var[78]	branch_rate_var[79]	branch_rate_var[80]	branch_rate_var[81]	branch_rate_var[82]	branch_rate_var[83]	branch_rate_var[84]	branch_rate_var[85]	branch_rate_var[86]	character_indicator	diversification[1]	diversification[2]	extinction_rate[1]	extinction_rate[2]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	n_samp_anc	origin_time	psi[1]	psi[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	rates_morpho_all_part[1]	rates_morpho_all_part[2]	rates_morpho_all_part[3]	rates_morpho_all_part[4]	rates_morpho_core[1]	rates_morpho_core[2]	rates_morpho_core[3]	rates_morpho_core[4]	rates_morpho_cranium[1]	rates_morpho_cranium[2]	rates_morpho_cranium[3]	rates_morpho_cranium[4]	rates_morpho_limb[1]	rates_morpho_limb[2]	rates_morpho_limb[3]	rates_morpho_limb[4]	rates_morpho_tooth[1]	rates_morpho_tooth[2]	rates_morpho_tooth[3]	rates_morpho_tooth[4]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	speciation_rate[1]	speciation_rate[2]	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	turnover[1]	turnover[2]	ucln_mean	ucln_mu	ucln_sigma	ucln_var
29700	-3857.713	-3192.969	-664.7436	338310.5	0.148799	0.00015356	0.0919217	1.98174e-08	5.38799	3.24897e-06	0.0667882	0.168493	1.37509e-05	5.18943e-05	0.0174892	0.00066123	0.0281168	7.41549e-05	0.0414898	1.09604e-05	0.00886008	0.000190908	0.0228991	9.44863e-06	9.41695e-05	0.0125727	6.09311e-05	1.22582e-09	0.00103706	0.155787	1.44802e-05	1.05119e-07	4.1381e-07	9.39598e-05	3.86002e-09	2.46416e-07	0.00014625	0.000819385	0.00507987	0.366741	0.0402704	3.95124e-05	0.000160777	0.0211219	0.00339772	0.130349	0.0341914	8.22884e-09	0.0135879	0.00017816	0.0318946	0.0016837	0.0886703	0.0136369	3.45391e+12	9.62847e-07	0.00179043	2.81949e+12	0.000265165	0.0990305	0.000116732	8.02851e-06	0.178411	0.0418158	1.09419e-05	0.0659935	8.73858e+12	0.54224	0.00720234	0.140396	0.000111873	0.0202157	0.385387	1.69205e+12	7.86995e+12	0.0315618	2.19613e+08	8.43723e+08	3.893	0.27085	0.000710777	677.737	0.000143565	0.0400827	6.28239e+12	2.51122e+12	0.0619746	2.13866e+12	0.141505	0.000238649	4	0.0340926	-0.030213	0.108362	0.248454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	110.0807	0.148403	0.340681	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.997815	0.999441	1.00056	1.00219	0.142454	0.218241	78.4727	73.3687	97.624	83.6	83.6004	70.6	69.0893	93.6515	85.7999	70.6	81.5231	70.5555	83.5599	67.4979	88.8918	93.3293	86.0709	83.6	69.3274	83.2994	86.5389	71.5716	72.022	99.5959	70.6	69.8909	92.1717	85.7999	99.5959	99.5462	71.9777	67.9729	70.4957	67.3176	83.8293	92.3007	79.7527	76.8861	70.6	68.541	77.1067	95.7518	93.3293	70.6	0.760677	1.13844	11.96581	-9.643891	4.924621	24.25189
29800	-3825.716	-3185.264	-640.4519	506760.2	0.0176711	0.00925806	0.0640854	1.00854e-06	14.8523	1.54125e-08	0.0653841	0.0620756	0.000257483	0.00770031	0.14299	0.00238744	0.0120269	0.00699366	0.000512586	0.000129195	0.0584438	1.52837e-06	0.0652972	1.57874e-05	0.000372006	0.00199326	1.47635e-08	7.33833e-08	0.0147006	0.0178828	0.0284708	6.46363e-05	1.15342e-06	3.19639e-06	6.95632e-07	1.10892e-06	0.000510496	0.00081282	1.74517e-08	0.368745	0.000364358	0.000290426	0.00174427	0.0443232	1.24536e-05	0.0197686	0.000383585	3.62075e-10	0.0170818	3.0038e-08	0.0726072	0.000224476	0.252238	0.029683	5.47065e+12	5.0013e-09	0.165435	3.22749e+12	2.83181e-07	0.0545916	0.000459474	2.61134e-05	0.0111496	0.0354642	0.00216653	0.142694	8.7275e+12	0.161385	7.71231e-06	7.17435e-05	0.0478345	9.14499e-05	0.115858	7.26231e+11	1.07201e+13	0.147001	6.74024e+08	8.61182e+08	3.79609	0.402614	7.44175e-07	1066.88	0.00124575	0.0011912	4.32552e+12	2.29569e+12	0.0469784	1.42899e+12	0.353133	0.0047751	4	0.0707834	-0.351519	0.120829	0.789977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	111.2969	0.157058	0.214453	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.998215	0.999543	1.00046	1.00179	0.191612	0.438458	76.5324	74.6664	94.802	83.6	83.6004	70.6	69.0893	93.6515	85.7999	70.6	81.5231	70.5555	83.5917	67.4979	89.1108	93.3293	86.2196	83.6	69.548	82.3539	86.9076	71.7763	70.758	99.5987	70.6	69.0628	92.9078	85.7999	99.5987	99.5462	78.7254	67.9729	70.3628	67.3176	83.7675	92.3007	81.0477	75.7485	70.6	68.541	79.1063	94.9648	93.3293	70.6	0.63059	1.80172	14.9222	-9.160734	4.871054	23.72717
29900	-3820.443	-3180.853	-639.5899	193876.5	0.0363631	0.000203141	0.145831	0.000192817	0.0251714	9.6481e-07	0.0460841	0.0584842	8.97446e-06	0.0061152	0.098163	0.0032947	0.004804	0.00466853	2.7282e-08	0.0741292	3.69077e-06	2.21919e-08	0.034265	2.51751e-05	0.00380025	0.00230059	4.02739e-09	0.000756963	1.36233e-06	0.106138	0.241302	1.00929e-05	8.72128e-06	0.000234274	1.64065e-05	1.00013e-08	0.000884881	0.00155177	3.45557e-06	0.253477	0.000115143	0.000960638	0.0015138	0.0196882	1.11689e-06	0.00675438	0.000312153	1.28847e-10	0.204029	0.000639816	0.108906	0.000516958	0.0457827	0.0105917	3.3461e+12	0.000266156	0.0498958	2.31431e+12	6.26202e-06	0.13261	3.24444e-05	1.7849e-07	0.000241726	0.0460167	0.000321962	0.0523743	8.27419e+12	0.0539827	0.000289667	0.000259146	0.000908595	0.000386204	0.183634	1.95701e+12	9.15205e+12	0.109388	2.97539e+08	9.30962e+08	9.06249	0.223347	0.00142757	725.118	0.000193251	0.0105013	4.89049e+12	1.48901e+12	0.0276206	3.55046e+12	0.437961	0.0110168	1	0.0483556	0.103398	0.103169	0.283042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	110.4255	0.161538	0.0766338	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.997115	0.999261	1.00074	1.00289	0.151524	0.38644	75.9842	74.5281	97.5147	83.6	83.6004	70.6	69.0893	93.6515	85.7999	70.6	81.5231	70.5555	83.5972	67.4979	89.4425	93.3293	85.0401	83.6	68.6284	82.6384	86.9076	69.6583	73.4149	99.5987	70.6	69.0628	89.546	85.7999	99.5987	99.5718	78.7254	69.4485	68.4675	67.3176	84.2082	92.1601	80.2927	75.8946	70.6	68.541	79.8679	94.9648	93.3293	70.6	0.680872	0.732435	12.37464	-10.48343	5.098839	25.99816
30000	-3801.544	-3178.457	-623.0868	848950.7	0.0634315	0.0102302	0.0686508	0.00185508	0.0264507	1.68846e-06	0.0547739	0.202115	1.83515e-10	5.97335e-06	0.0545242	0.00271634	0.000201399	0.00287944	1.19654e-05	0.867814	7.18392e-07	3.67194e-07	0.0124163	2.77198e-05	7.83512e-05	2.31955e-05	3.61435e-06	0.000394155	0.000507232	0.0372397	0.00390473	4.44491e-08	1.90974e-06	2.3873e-05	0.00223948	3.88691e-07	4.58159e-06	0.00044291	323.61	0.315263	1.4175e-06	1.67851e-06	0.00206652	0.0446064	0.000412312	0.156454	3.48078e-05	2.59183e-09	0.0195145	4.40006e-06	0.133974	0.0531905	0.0232528	0.0136144	4.06262e+12	1.20567e-06	0.0348681	3.26061e+12	2.05166e-06	0.2183	1.55654e-07	5.43349e-07	8.23556e-08	0.0842364	0.000828768	0.0291351	1.12404e+13	0.057761	0.00734569	0.000112113	8.80869e-06	0.000212441	0.274416	1.13365e+12	1.14224e+13	1.40176	3.75263e+08	7.5156e+08	132.643	0.315835	9.12458e-07	882.311	2.97849e-05	0.048339	4.0681e+12	3.23738e+12	0.0145127	1.99977e+12	0.0580354	3.57428e-05	2	0.0302607	-0.787023	0.0340743	1.69091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	110.1897	0.184024	0.108524	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.998621	0.999647	1.00035	1.00138	0.064335	0.903889	75.9842	74.9333	97.5147	83.6	83.6004	70.6	69.0893	93.6515	85.7999	70.6	81.5231	70.5539	83.5999	67.4979	89.6986	93.4806	85.5635	83.6	68.6284	83.2285	86.9076	70.8922	73.4149	99.5987	70.6	69.0628	93.3262	85.7999	99.5987	99.5718	78.7254	67.3239	68.4675	67.3176	84.2082	92.1601	81.483	77.7363	70.6	69.4714	79.3343	94.9648	93.4806	70.6	0.529639	1.87071	13.42621	-10.16644	5.052454	25.52729
30100	-3797.743	-3182.091	-615.6524	51953.08	0.0840761	0.00125105	0.120487	3.7654e-05	0.00114231	1.05362e-06	0.0458408	0.0683643	1.40149e-10	0.000199047	0.17555	0.00581225	9.56065e-06	0.00103283	8.85571e-09	2.69964e-06	1.36932e-07	2.17878e-06	0.0364601	0.000306447	2.57484e-06	4.87026e-06	0.000133482	0.00164355	0.000372572	0.0456979	0.357733	8.35278e-08	1.35637e-06	3.3454e-05	0.00013353	3.41791e-06	2.10205e-05	0.00312413	2.61595e-05	0.619747	1.63762e-07	0.000117459	0.000305261	0.0297763	9.32623e-07	0.00500269	0.000639525	7.89968e-08	0.00560591	1.90597e-06	0.233705	0.00309394	0.294292	0.00312513	4.91543e+12	0.000697427	0.0212854	3.72344e+12	0.000142832	0.153403	0.000756443	3.58134e-05	1.3192e-05	0.237712	0.0121869	0.0237502	8.93927e+12	0.225598	0.0137564	2.92532e-05	0.00382238	0.00872933	0.111812	1.57533e+12	9.55171e+12	0.183386	2.37358e+08	9.94847e+08	80.1161	0.756123	1.78732e-05	800.618	0.00128146	0.0432396	1.01366e+13	1.35504e+12	0.0471129	2.00678e+12	0.0598954	2.34865e-07	3	0.0683493	0.180349	0.0757918	0.459593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	111.9393	0.180787	0.0329555	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.994429	0.99857	1.00142	1.00558	0.144141	0.639942	75.9842	74.5	97.5147	83.6	83.6004	70.6	69.0893	93.7754	85.7999	70.6	81.5231	70.5539	83.5997	67.4979	89.5434	93.4268	85.3329	83.6	67.464	82.1959	86.9076	70.4375	73.3753	99.4194	70.6	69.0628	90.3281	85.7999	99.4194	99.3925	80.5062	69.3906	68.4675	67.3176	83.9965	92.7321	82.6333	75.0774	70.6	69.4714	76.0077	94.9648	93.4268	70.6	0.525817	0.718179	10.23396	-9.710704	4.906407	24.07283
30200	-3863.445	-3188.274	-675.1702	352628.2	0.085172	0.000924426	0.0816007	0.000102862	7.59418e-06	9.91243e-06	0.0507412	0.107975	1.11635e-09	0.000896076	0.0748037	0.00404676	0.000646321	0.00511151	1.17455e-07	4.53267e-06	0.0751282	2.20902e-05	0.0144758	0.000518429	9.56341e-07	0.000137171	3.62285e-06	0.0227633	0.000235245	0.0593954	0.000229335	0.0202499	18.284	2.2494e-07	0.0130155	4.45302e-05	6.30545e-05	0.000698044	4.65887e-05	0.643044	0.0211957	0.000175325	8.38453e-05	0.0649143	1.51478e-05	0.0146532	0.0745392	0.000187064	0.0110518	4.01663e-07	0.147021	3.91706e-06	3.39478	0.0322749	2.10482e+12	0.00024641	0.0268198	2.3564e+12	0.000133333	0.422905	0.000219687	0.00100719	2.33681e-06	0.0296547	0.00146807	0.075056	1.52069e+13	0.100055	0.00763011	3.74161e-07	0.000549464	0.00351348	0.194745	5.66525e+11	1.02457e+13	0.0515696	2.78913e+08	1.25892e+09	38.645	0.3252	5.37427e-07	912.539	0.00136252	0.106047	1.2567e+13	1.73768e+12	0.0153476	3.80154e+12	0.0950708	2.4707e-05	6	0.0587729	-0.177734	0.1098	0.364491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	110.7011	0.148227	0.472874	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.99786	0.999452	1.00055	1.00214	0.168573	0.186758	75.9842	73.8086	96.3373	83.6	83.6004	70.6	69.0893	93.7754	85.7999	70.6	81.5231	70.5539	83.5999	67.4979	88.6088	93.4268	85.1996	83.6	67.464	82.5556	86.9076	72.0075	73.3768	99.5079	70.6	69.0628	91.9869	85.7999	99.5079	99.4992	80.5062	69.8687	70.2265	68.1957	85.2578	92.7321	82.5458	74.4202	70.6	69.4456	75.2308	94.9648	93.4268	70.6	0.651349	1.95168	13.77109	-9.259503	4.874849	23.76415
30300	-3821.234	-3186.424	-634.8104	981209.4	0.015939	0.000106377	0.0339826	3.68705e-07	1.6439e-05	4.06816e-08	0.0675095	0.0816425	1.30587e-08	0.0356381	0.0425303	0.00331068	0.000122217	0.00281181	0.00663758	0.000638964	0.000482547	0.000319833	0.00873487	4.52191e-05	2.26507e-09	0.000188328	0.000217175	0.116733	2.05971e-05	0.0371971	0.00308698	0.0838028	0.0901702	3.20303e-09	0.00370606	2.0226e-06	1.61002e-07	0.00253987	0.00125415	0.455856	0.00127515	2.16803e-06	1.56744e-06	0.0681882	6.9998e-06	0.0138967	0.00794347	1.79349e-09	0.0103052	1.37924e-07	0.110357	1.71449e-06	0.234775	0.00821576	5.46535e+12	3.00115e-05	0.0414103	3.0384e+12	4.2835e-06	0.188363	3.75003e-05	5.3067e-07	5.96693e-05	0.121059	0.000150019	0.170346	8.13073e+12	0.0281732	0.000527764	2.92928e-08	0.0324238	0.081024	0.188051	1.70501e+12	1.18777e+13	0.1052	2.95385e+08	7.63174e+08	526.497	0.223055	3.02745e-06	883.361	0.000437047	0.0125881	5.26214e+12	1.96041e+12	0.0129809	2.7357e+12	0.142414	5.23948e-05	4	0.0590388	0.0753106	0.10344	0.380456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	111.5857	0.109781	0.119518	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.998717	0.999672	1.00033	1.00128	0.162479	0.455767	75.9842	73.7915	90.6992	83.6	83.6004	70.6	69.0893	93.7754	85.7999	70.6	81.5231	71.006	83.6	67.4979	88.6088	93.4789	85.9483	83.6	67.464	83.3885	86.9076	71.9889	73.0697	99.5079	70.6	69.0628	91.3651	85.7999	99.5079	99.5541	80.5062	69.8687	70.5039	68.1957	85.7555	92.7321	80.0663	75.8387	70.6	69.36	76.1414	94.9648	93.4789	70.6	0.636636	0.834761	12.98769	-10.11953	5.036572	25.36706
30400	-3799.179	-3185.471	-613.7076	527694.8	0.0458448	4.15114e-06	0.0256931	6.21756e-08	3.41691e-06	8.80335e-08	0.0412923	0.13453	4.05368e-07	4.55411e-07	0.111371	0.00362257	0.000309666	0.00623743	0.000206791	3.8993e-08	0.00358097	0.000263935	0.0166047	0.000466621	1.13292e-05	0.00581865	5.53709e-05	0.00712246	0.0081862	0.215501	0.00010655	6.18623e-05	0.000962647	3.60535e-09	4.74288e-05	1.83665e-06	7.0277e-06	0.002215	2.67143e-06	0.587051	8.34422e-11	1.2573e-08	1.26025e-08	0.0907057	4.5104e-06	0.0142977	0.0283559	0.000110107	0.0118125	1.32617e-05	0.0221733	3.12422e-05	0.101136	0.00124046	3.89633e+12	1.19495e-05	0.0403035	3.61114e+12	5.80074e-08	0.419095	0.000846718	8.25829e-05	0.0003726	0.102132	2.61439e-08	0.130582	1.07732e+13	0.036666	0.0159778	0.00448418	0.00195671	0.00808201	0.201436	1.86621e+12	1.3701e+13	0.0394302	4.02095e+08	6.59803e+08	1425.54	0.408325	2.47274e-05	746.786	0.000368031	0.0243224	7.34394e+12	7.70298e+11	0.00842321	1.35947e+12	0.0220349	7.08836e-05	1	0.0372122	-0.368696	0.0969348	0.660236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	110.2865	0.189829	0.192873	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.998251	0.999553	1.00045	1.00175	0.134147	0.29154	75.9842	74.2507	91.0277	83.6	83.6004	70.6	68.6646	93.7754	85.7999	70.6	81.5231	71.006	83.6	69.1463	86.5791	93.4961	85.8641	83.6	69.1871	82.8377	86.9076	72.0432	73.0697	99.5079	70.6	69.9993	91.3399	85.7999	99.5079	99.5541	79.8292	69.8687	70.3481	67.6197	83.6272	92.7321	81.6026	75.022	70.6	69.36	75.4746	94.9648	93.4961	70.6	0.722602	2.26465	16.51097	-9.854263	5.031558	25.31658
30500	-3822.598	-3201.27	-621.3276	476560	0.0582969	3.10605e-06	0.021883	1.8418e-07	0.000395979	6.77028e-06	0.0503243	0.116459	0.0001457	6.27079e-06	0.052509	0.00590144	1.7759e-06	0.00736877	8.02802e-06	8.8126e-07	2.01423e-07	3.47919e-05	0.0162223	1.50104e-08	3.78655e-09	0.00956738	0.000457257	0.000663612	11.9363	0.0571515	0.00193389	5.86253e-06	0.000145761	2.5479e-07	0.00176577	2.54197e-05	0.000164363	0.000542186	8.49585e-06	0.67635	1.09024e-09	0.0258964	7.77085e-05	0.046141	0.0364881	0.0151729	0.422876	2.99778e-05	0.00933575	9.86323e-05	0.165842	1.28844e-08	0.120334	0.0373945	2.65666e+12	7.79824e-07	0.042201	2.14345e+12	1.26364e-08	0.24563	0.000186732	0.000138244	5.1471e-07	0.0627717	4.38897e-08	0.0252025	1.14867e+13	0.298908	0.296126	0.00056442	2.83448e-08	5.92391e-06	0.124009	3.46243e+12	1.13408e+13	0.07862	3.52797e+08	6.36198e+08	822.478	0.585419	1.54723e-05	1043.51	0.00417575	0.0203218	9.37531e+12	3.60804e+12	0.207345	2.0598e+12	0.0572576	1.90698e-06	6	0.0202766	0.30786	0.144299	0.337541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	111.9412	0.188973	0.424802	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.998159	0.999529	1.00047	1.00184	0.164576	0.6454	74.6379	74.3204	91.5469	83.6	83.6004	70.6	68.6646	93.7754	85.7999	70.6	81.5231	71.006	83.6	69.2629	86.5791	93.4961	85.9617	83.6	69.1871	83.0734	86.9076	71.9534	73.0697	99.582	70.6	69.9993	90.797	85.7999	99.582	99.4248	81.5698	69.8687	70.5605	67.6197	83.6428	92.7321	81.6026	76.3225	70.6	69.36	78.7349	94.9648	93.4961	70.6	0.876795	0.522994	14.01985	-10.75006	5.175042	26.78106
30600	-3805.691	-3185.593	-620.0987	308005.6	0.0220726	4.37254e-05	0.0151092	1.08737e-06	0.000120455	2.2782e-06	0.0484985	0.149004	0.000368696	9.71725e-06	0.107145	0.00182537	3.35294e-05	0.000831983	3.19365e-05	0.00117846	2.95169e-06	1.11208e-10	0.052912	3.81521e-06	1.41434e-10	2.80552e-05	2.08758e-05	6.91779e-05	0.0057801	0.0202102	1.62949e-07	0.00246278	2.49953e-06	0.00196491	0.0076427	2.56943e-08	0.0652985	0.0024527	0.000447887	0.521218	4.11817e-09	7.76981e-06	2.98482e-08	0.130728	0.178223	0.0280696	0.194089	1.72389e-05	0.0453485	5.58244e-07	0.0493043	6.58502e-08	0.20518	0.0211763	5.37037e+12	9.12048e-07	0.0480264	5.22674e+12	0.000468429	0.189046	8.81088e-05	0.000480436	0.000215957	0.112425	8.96711e-07	0.0727797	1.25624e+13	0.0659293	0.00395543	0.03841	9.45581e-08	0.00620233	0.145371	7.65545e+11	7.28854e+12	0.0420094	2.41804e+08	8.50974e+08	4828.53	0.150379	0.00215636	771.779	0.000214928	0.133414	4.09101e+12	1.17317e+12	0.0181769	1.81469e+12	0.0657245	4.20467e-05	3	0.0862707	0.0554568	0.0620983	1.2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	110.8654	0.173742	0.312557	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.997711	0.999414	1.00058	1.00229	0.148369	1.30026	73.4784	74.5064	91.5469	83.6	83.6004	70.6	68.6646	93.7754	85.7999	70.6	82.3238	69.5716	83.6	69.0928	86.5791	93.4961	86.2474	83.6	69.1871	83.3189	86.9076	72.0264	73.275	99.582	70.6	70.3827	92.7206	85.7999	99.582	99.4356	81.5698	69.8687	70.5154	70.0327	84.024	92.7321	76.2435	75.003	70.6	70.0235	75.4086	94.9648	93.4961	70.6	0.41854	0.957349	12.9996	-9.940938	5.001171	25.01171
