Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	branch_rate_var[53]	branch_rate_var[54]	branch_rate_var[55]	branch_rate_var[56]	branch_rate_var[57]	branch_rate_var[58]	branch_rate_var[59]	branch_rate_var[60]	branch_rate_var[61]	branch_rate_var[62]	branch_rate_var[63]	branch_rate_var[64]	branch_rate_var[65]	branch_rate_var[66]	branch_rate_var[67]	branch_rate_var[68]	branch_rate_var[69]	branch_rate_var[70]	branch_rate_var[71]	branch_rate_var[72]	branch_rate_var[73]	branch_rate_var[74]	branch_rate_var[75]	branch_rate_var[76]	branch_rate_var[77]	branch_rate_var[78]	branch_rate_var[79]	branch_rate_var[80]	branch_rate_var[81]	branch_rate_var[82]	branch_rate_var[83]	branch_rate_var[84]	branch_rate_var[85]	branch_rate_var[86]	character_indicator	diversification[1]	diversification[2]	extinction_rate[1]	extinction_rate[2]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	n_samp_anc	origin_time	psi[1]	psi[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	rates_morpho_all_part[1]	rates_morpho_all_part[2]	rates_morpho_all_part[3]	rates_morpho_all_part[4]	rates_morpho_core[1]	rates_morpho_core[2]	rates_morpho_core[3]	rates_morpho_core[4]	rates_morpho_cranium[1]	rates_morpho_cranium[2]	rates_morpho_cranium[3]	rates_morpho_cranium[4]	rates_morpho_limb[1]	rates_morpho_limb[2]	rates_morpho_limb[3]	rates_morpho_limb[4]	rates_morpho_tooth[1]	rates_morpho_tooth[2]	rates_morpho_tooth[3]	rates_morpho_tooth[4]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	speciation_rate[1]	speciation_rate[2]	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	turnover[1]	turnover[2]	ucln_mean	ucln_mu	ucln_sigma	ucln_var
9600	-3676.345	-3171.956	-504.3893	179012.1	0.198668	0.000159882	0.0378034	9.87484e-07	0.0615156	0.000110331	0.034814	0.145042	1.73432e-06	3.60261e-05	0.0115112	0.00427743	0.0166088	0.00616618	7.17254e-05	3.76699e-06	1.36357e-05	2.21532e-05	0.0113204	4.96333	0.000921695	0.119979	0.00438859	0.00833308	8.98894e-06	0.17185	8.85015e-06	0.0647424	3.52494e-07	0.00436112	0.000143564	3.40015e-07	1.27217e-05	0.000157419	0.00302221	0.102364	0.0039513	2.03072e-08	0.00141095	0.0446359	0.240111	0.00753115	0.0129911	4.82235e-05	0.0134051	0.0312668	3.4627e-06	21035.7	0.0150646	0.00304033	4.75889e+12	0.000347345	0.137128	3.6583e+12	2.37742e-06	0.0214336	6.26625e-06	5.27683e-05	0.000871204	0.000177155	7.57493e-07	7.16946e+12	1.79768e+10	0.224688	0.000178256	0.0056073	148443	343.225	3.82104	0.00709313	0.483116	0.02897	1570.25	2989.13	4.63864e-05	1.22145	0.0424544	0.174972	5.33337e-05	0.029698	6.87291e+12	30542.7	0.0249334	4.45064e-06	0.353038	7.15976e-06	6	-0.00309206	0.402089	0.21611	0.372811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	110.7921	0.14377	0.00169719	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.996997	0.999231	1.00077	1.00301	0.213018	0.7749	75.0011	83.3271	95.2057	83.5547	85.8728	70.6	68.3655	95.5059	87.4941	70.6	76.7953	71.9916	82.1892	67.5258	86.8227	93.319	83.6112	83.5547	70.1275	83.4775	88.059	70.6001	73.93	99.2684	70.6	70.3256	90.728	85.0222	99.2684	98.7575	80.8844	70.4201	70.6	66.7944	85.3726	90.1124	78.232	85.7995	70.6001	69.1589	85.7995	94.9571	93.319	70.6001	1.01452	0.481108	7.238536	-7.951525	4.456668	19.86189
9700	-3721.737	-3167.786	-553.9505	876907.1	0.12479	0.000650979	0.0431176	6.82796e-05	0.298959	0.000248495	0.0364257	0.0704074	0.00155872	0.000792379	0.0118508	0.0108811	3.003e-05	0.0346571	0.000685809	0.00025636	0.000207838	0.000218992	0.0398868	0.00167951	0.000396786	0.00686444	0.00129102	0.148354	0.00028089	0.31103	3.52616e-05	0.00046372	0.00111949	6.65959e-06	6.10198e-08	1.69338e-06	0.000427413	4.95645e-05	3.56553e-05	0.107539	0.000789236	9.50666e-06	3.68643e-05	0.0566936	0.155563	0.0142804	0.0344688	5.14277e-05	0.0012183	0.0781032	6.66187e-06	224008	0.0562086	0.00139241	7.71622e+12	7.79022e-05	0.143932	3.86419e+12	2.20612e-05	0.0401372	0.000190973	0.00261244	0.000578625	0.000183323	1.91148e-05	7.68314e+12	2.73119e+10	0.10038	0.119555	0.000436165	87527.1	197925	4.2596	0.00410839	0.186135	0.0588104	1766.79	3941.43	9.29185e-05	0.409103	0.108203	0.274023	0.000682404	0.00822317	5.88201e+12	172605	0.0169532	0.00526004	0.255101	0.000126837	5	0.0119837	-0.156835	0.1039	0.368729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	112.6644	0.167095	0.00203	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.998643	0.999653	1.00035	1.00136	0.115884	0.211895	75.0011	83.0892	95.2057	83.5974	84.7208	70.6	68.3655	95.5059	86.9557	70.6	76.7953	71.9916	83.1983	69.0945	87.5012	93.4308	83.6112	83.5974	70.1275	83.496	88.059	70.6001	72.3777	99.2684	70.6	70.3256	90.0731	83.9163	99.2684	99.485	80.8844	69.4513	70.6	66.7874	85.3726	90.1124	78.232	85.7995	70.6001	69.1589	85.7995	94.9571	93.4308	70.6001	0.896589	1.74015	11.03862	-6.439833	4.205052	17.68247
9800	-3719.444	-3168.772	-550.6717	537483.8	0.0792713	7.56557e-07	0.0242966	1.81625e-07	0.00948038	0.951438	0.0570103	0.173444	0.00720495	1.25532e-05	0.0455919	0.00322904	1.64916e-05	0.00401569	9.23695e-05	0.000314774	1.83884e-05	0.000205437	0.0280835	0.00989879	7.127e-08	0.0223342	0.166776	0.0110609	0.0893111	0.375902	0.00410692	0.0997481	3.69482e-07	3.53363e-05	0.000220929	5.62931e-06	0.000732595	0.000385854	3.42107e-05	0.11397	0.151633	0.112092	3.88339e-06	0.0470869	1.14769e-05	0.0296017	0.0017773	7.48707e-07	0.000303181	0.0415588	0.000462701	36658.2	0.556404	0.00419818	4.42235e+12	1.1022e-05	0.0442348	3.89686e+12	0.0427881	0.108406	0.000612411	0.000307542	0.00135339	6.37751e-06	8.02906e-06	7.05227e+12	5.49883e+10	0.089346	0.218295	0.00313499	71560.7	73253.6	5.38856	0.117218	0.116169	0.149745	1844.28	2520.49	1.04776e-06	0.228017	0.594845	0.252869	0.000168853	0.00387236	6.50237e+12	29190.1	0.0121375	0.00263129	0.104882	1.92012e-06	2	0.0563986	0.0998988	0.103743	0.272398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	112.3276	0.13457	0.0176663	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.998267	0.999557	1.00044	1.00173	0.160141	0.372297	75.516	79.2491	94.1696	83.5974	84.7208	70.6	68.3968	95.5059	85.5194	70.6	76.7953	71.9916	82.6309	69.0945	87.5012	93.4452	83.6112	83.5974	68.7044	83.496	88.7357	70.6001	73.0591	99.4824	70.5999	70.3256	92.2062	85.2444	99.4824	99.489	80.8844	69.4513	70.6	67.8668	85.3726	90.3578	78.232	85.7995	70.6001	69.1589	85.7995	94.9571	93.4452	70.6001	0.64782	0.731669	8.453883	-7.645249	4.422641	19.55975
9900	-3699.802	-3165.816	-533.9857	283096.7	0.023029	5.38322e-05	0.0941894	2.55904e-07	1.10448e-05	0.0415805	0.0390379	0.0918217	0.342577	7.7757e-06	0.00856518	0.00150915	0.000115116	0.0540763	0.000406633	0.0227279	5.20679e-05	6.11994e-05	0.0164132	3.0121e-08	7.80031e-08	0.0471425	5.41277e-05	0.0017664	0.453405	0.136667	9.46393e-05	0.0239201	2.26316e-08	9.06978e-05	0.000141985	0.000688096	3.85507e-05	7.94181e-05	6.13269e-07	0.116317	0.0797769	0.074866	0.000895226	0.0266435	2.54347e-08	0.0102665	0.00380869	5.14188e-07	0.00642856	0.00311985	2.22529e-05	346.757	0.162232	0.000250155	3.75635e+12	5.68379e-06	0.0556151	5.98075e+12	0.0451493	0.0514202	0.00922641	0.00160011	0.000114904	1.73697e-07	6.75867e-06	9.00899e+12	4.68998e+10	0.0491212	0.00441498	0.0107853	217616	1.47211e+07	5.17937	1.96045	0.0448542	0.214799	759.159	4019.59	2.6321e-05	1.21168	0.0945945	0.274497	9.79116e-06	0.00161914	6.82002e+12	1.74713e+06	0.00854761	0.00421039	0.0418908	0.00449686	3	0.0923433	-0.0380842	0.149797	0.270657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	110.2431	0.0962003	0.156213	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.997612	0.999389	1.00061	1.00239	0.24214	0.232573	75.516	81.7145	93.8998	83.5974	84.7208	70.6	68.3968	95.5059	85.6257	70.6	76.4964	71.9916	83.4974	69.0945	87.5012	93.4744	83.6112	83.5974	68.5289	83.496	87.7136	70.6	72.7697	99.5763	70.6	70.3256	92.2062	85.6167	99.5763	96.1435	82.7169	69.4513	70.6	67.8668	85.3726	90.3578	78.232	85.7995	70.6001	67.7539	85.7995	94.9571	93.4744	70.6001	0.618637	1.16375	8.566668	-8.300529	4.571303	20.89682
10000	-3741.383	-3165.546	-575.8379	560215.9	0.0375206	0.0953056	0.0556356	5.39155e-05	1.16149e-05	0.000332867	0.081627	1.57132	0.0930675	1.33561e-05	0.0297785	0.00194793	4.77233e-09	0.0203855	0.000443983	0.413091	0.00714911	0.0123801	0.031413	0.0384582	2.48754e-06	0.00834684	0.0881413	14.4403	1.21937e-05	1.54581	4.23365e-05	0.0998914	1.73312e-07	2.41012e-05	0.000384832	1.3735e-05	5.34237e-07	0.000242756	1.98214e-07	0.252126	0.00726764	0.00222845	0.0128237	0.0246575	0.000253255	0.0553785	3.83814e-05	9.16876e-08	0.00435523	3.48387e-05	3.30778e-06	9839.88	0.12581	0.00790283	5.72416e+12	5.25033e-06	0.10938	3.64684e+12	0.014093	0.0755826	0.000634385	1.27413e-05	8.31332e-05	1.21275e-07	1.94836e-05	5.22246e+12	1.41029e+11	0.0578544	0.943695	0.00800858	1.0867e+06	959887	3.38984	85.8922	0.152212	0.0916396	1077.64	3386.45	3.5233e-05	2.88329	0.0480488	0.247994	1.23302e-06	0.000320469	2.76189e+12	1.43635e+06	0.00603327	0.192996	0.0737722	0.0100037	5	0.0176644	-0.126327	0.12094	0.248965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	112.8493	0.109714	0.160296	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.998302	0.999566	1.00043	1.0017	0.138605	0.122638	75.516	81.7966	93.8998	83.5974	84.8698	70.6	69.5498	95.5059	85.6257	70.6	81.2105	71.9916	83.573	69.0945	89.6303	93.1785	83.6112	83.5974	68.5289	83.496	88.2406	70.6001	72.4361	99.5763	70.3806	70.3256	91.5874	85.6253	99.5763	96.812	82.7169	67.552	70.6	67.8668	86.1209	90.3578	76.5673	85.7995	70.6001	67.7539	85.7995	94.9571	93.1785	70.6001	0.872556	2.03008	10.58368	-8.033766	4.559184	20.78616
10100	-3738.146	-3166.159	-571.987	349301.8	0.0323228	0.000137463	0.0595741	1.3668e-05	6.5537e-06	0.135366	0.0725459	1.61067	0.00681603	0.000111103	0.0404178	0.00603457	1.07729e-07	0.0177787	0.000741946	0.000601195	0.560686	0.0396629	0.0359359	0.00017603	1.6825e-05	0.482945	5.0438e-05	1.46033	7.28217e-07	0.449535	0.000969849	0.000548859	0.000650886	0.00018534	0.0014278	3.52631e-07	0.0257782	0.000108866	1.28697e-07	0.172943	0.00598483	5.10604e-05	1.65222e-05	0.0334403	0.00390616	0.0261141	0.000410932	3.95109e-05	0.0043766	0.00426529	5.66939e-06	162745	0.116618	0.0227377	5.05708e+12	5.59635e-08	0.124154	2.72116e+12	0.00711397	0.0819775	0.000138756	2.10744e-07	3.99005e-05	3.07761e-07	0.00283613	9.85591e+12	3.58004e+11	1.0837	0.00100564	0.00902588	140779	1.0803e+06	4.637	836.154	0.0356303	0.0502026	831.787	5362.59	9.74052e-05	5.84464	0.0594552	0.513803	3.49576e-05	0.0342601	3.00815e+13	220178	0.00380738	5.45165e-07	0.128521	0.00016744	5	0.0609271	0.126238	0.109014	0.27409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	110.8411	0.14571	0.000740254	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.99785	0.99945	1.00055	1.00215	0.169941	0.400328	75.516	80.6673	93.8998	83.5934	84.2805	70.6	69.5498	95.5059	85.7651	70.6	81.2105	71.9916	83.5724	69.0945	89.6303	93.4949	83.6101	83.5934	68.5289	83.4988	86.7641	70.6001	71.3849	99.5763	70.5981	70.3256	89.7285	85.7651	99.5763	97.9049	82.7169	67.6009	70.6	67.557	86.1209	90.3578	76.3578	85.7995	70.6001	67.7539	85.7995	94.9571	93.4949	70.6001	0.641481	0.684664	12.46717	-7.994309	4.586373	21.03482
10200	-3775.191	-3164.464	-610.7276	215427.4	0.217033	0.000428721	0.0445947	4.98058e-08	1.41267e-07	0.00112757	0.0797226	0.064771	1.76231e-05	0.000163632	0.0351412	0.00848159	1.51198e-06	0.00797674	0.000154336	0.0833453	0.000686217	121.298	0.035939	0.000155774	0.000160985	0.0559679	0.000482668	0.308371	1.3933e-05	0.232236	0.0860201	0.000697436	4.46699e-05	0.000453154	0.00458347	2.58026e-06	0.136584	0.000276109	0.000100738	0.143021	0.00370717	1.39858e-05	2.22907e-05	0.0226353	0.0133125	0.00505595	2.25999e-05	0.000133708	0.0894427	0.00896037	1.71943e-06	35231.4	5.59088	0.00242858	4.13796e+12	0.000376801	0.145151	5.05882e+12	0.0342301	0.0550894	4.40789e-06	0.000108561	0.000237936	4.28916e-05	0.00082712	1.02283e+13	5.64284e+11	0.305716	0.00261664	0.00294594	1.11003e+06	4.27501e+06	2.06057	2862.72	0.100575	0.221456	1140.11	4707.13	0.0149679	9.89462	0.526031	0.487317	0.000182534	0.00136854	5.77005e+12	1.3746e+06	0.0285441	8.5185e-06	0.0174953	7.61557e-05	2	0.0479565	0.652206	0.172711	1.13024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	110.0877	0.164636	0.00536215	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.997263	0.999299	1.0007	1.00274	0.220668	1.78245	75.516	78.2225	94.0226	83.5934	84.29	70.6	69.5498	95.5059	85.7901	70.6	81.2105	71.7827	82.8303	67.7005	89.2948	93.1318	83.719	83.5934	68.5289	83.4989	86.7641	70.6001	71.3483	99.5816	70.5966	70.3256	92.8892	85.7901	99.5816	98.1083	82.7169	67.6009	70.6	67.557	86.0928	90.3578	77.944	85.7998	70.6001	67.7539	85.7998	94.9571	93.1318	70.6001	0.782676	0.634096	12.34864	-7.059519	4.375629	19.14613
10300	-3732.19	-3164.879	-567.3112	823816.3	0.0370666	3.88584e-06	0.0616372	9.29576e-09	3.07159e-08	3.95366e-05	0.0969571	0.424948	7.03622e-08	0.000100618	0.0274026	0.0032439	6.65639e-05	0.0220472	0.00609552	2.14827e-06	0.000939756	3.52652	0.0089993	2.51568e-05	1.37201e-05	2.25899e-05	1.37282e-05	0.0138097	4.07534e-05	0.253249	0.000524446	0.00229618	0.00891479	0.0380167	0.000729201	8.77762e-07	0.282699	0.000346484	3.68844e-07	0.154236	0.0106172	7.31921e-05	2.28017e-06	0.0299805	6.13757	0.0183194	0.000243023	5.65945e-05	0.00117427	0.109037	0.0569158	1350.56	15.082	0.00225382	2.55058e+12	1.73056e-07	0.348987	5.65979e+12	0.0176403	0.0180316	0.000198793	0.000127062	0.00509911	5.01596e-06	0.000442661	4.23305e+12	2.1088e+12	0.145559	3.84748e-05	0.0654651	1.82123e+06	3.75842e+07	2.28544	49171.3	0.0351577	0.209791	1141.01	2686.46	0.000133806	23.2855	0.146362	0.255546	1.02485e-07	0.000538746	1.1138e+13	3.02741e+06	0.0242115	5.87049e-07	0.0375696	3.60591e-06	6	0.0498587	-0.0805268	0.115581	0.420496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	114.0456	0.171847	0.0159609	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.9986	0.999642	1.00036	1.0014	0.165439	0.33997	75.516	77.4745	95.9601	83.5984	84.6583	70.6	69.5498	95.5059	85.7901	70.6	81.2105	71.7827	83.2973	67.7005	89.3631	93.3893	83.7256	83.5984	66.7831	83.4917	86.7641	70.6	71.4978	99.5894	70.6	70.3256	90.4664	85.7901	99.5894	98.4783	82.7169	67.6009	70.6	67.557	86.0928	90.3578	77.944	85.7998	70.6001	67.7539	85.7998	94.9571	93.3893	70.6001	0.698629	1.23686	10.37323	-8.613698	4.680369	21.90585
10400	-3766.187	-3162.826	-603.3611	961960.4	0.15613	1.50339e-06	0.0237739	3.77447e-06	7.38807e-09	4.64642e-07	0.110198	0.0465753	3.79473e-07	0.000533842	0.0214392	0.00421991	0.0643667	0.00633549	0.00170623	1.50516e-06	0.0137099	1.2066	0.00706628	0.0099869	1.94882e-05	1.14525e-08	0.00201592	11.6931	1.06215e-05	0.218736	0.0246044	0.000579136	1.69298e-06	0.00716256	0.00107765	1.11272e-06	1.09043	0.000146568	1.21392e-06	0.14227	0.00256495	0.0792094	6.97327e-06	0.0156949	0.567068	0.00729246	1.96076e-05	0.00467111	0.147204	3.45502e-05	4.55033e-06	5517.77	0.834632	0.0047264	4.97586e+12	4.4041e-07	0.580867	5.73183e+12	0.00125255	0.013379	3.62699e-07	0.000341517	3.64102e-05	6.08339e-05	0.00401391	9.45764e+12	2.89537e+12	0.219041	0.000109052	0.0237946	2.3593e+06	3.54765e+06	2.40872	918432	1.751	0.0424919	1098.93	5987.63	0.0383891	3.60692	0.162181	0.125357	8.18149e-06	0.0174604	1.38919e+13	6.53156e+06	0.0371018	0.000252819	0.0588023	0.00376237	1	0.0561236	0.0204284	0.100362	0.13048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	115.793	0.116844	0.0123616	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.998704	0.999669	1.00033	1.0013	0.156486	0.150908	75.516	81.8464	95.9601	83.5984	85.6715	70.6	69.5498	95.5059	85.7964	70.6	81.2105	71.7827	83.2434	67.7005	89.4645	93.3506	83.7256	83.5984	67.4492	83.4929	88.381	70.6001	73.4249	99.5894	70.5997	70.3256	90.9496	85.7964	99.5894	98.993	82.7169	67.6009	70.6	67.557	86.1321	90.3578	77.944	85.7998	70.6001	67.7539	85.7998	94.9571	93.3506	70.6001	0.64135	0.86463	12.04136	-8.776887	4.746627	22.53047
10500	-3772.902	-3171.934	-600.9685	969699.7	0.0821908	0.0168826	0.0568097	4.62402e-06	6.70282e-08	5.42016e-07	0.0653592	0.124309	9.57106e-06	0.000204884	0.0489031	0.00559709	0.0247161	0.00812225	8.77947e-06	0.0380508	1.90049e-05	0.00129046	0.013173	0.00785266	0.00010572	0.000219962	0.0501555	1.5222e-06	0.000883353	0.202437	0.00315282	0.00181819	0.0467195	1.16558e-05	6.50975e-05	5.87988e-06	0.0666172	0.000186791	0.000273796	0.151092	0.00043546	0.00089978	9.68931e-06	0.0255782	2.39255	0.012395	7.95118e-05	0.000184294	0.0215486	5.53236e-05	3.89543e-07	80472.9	0.0444366	0.251247	2.72694e+12	7.21066e-06	0.0155475	1.58097e+12	0.0143752	0.00933398	3.54894e-06	0.00285933	1.64427e-07	0.0135351	0.00112694	8.99594e+12	6.04873e+12	0.215792	5.79056e-06	0.00389973	2.95377e+06	174878	1.51159	6.17419e+07	4.9798	0.0677862	922.638	4818	0.000115491	1.76457	0.134682	0.133637	8.53065e-05	0.0549678	9.01764e+12	2.46131e+07	0.0731052	0.000263189	0.0139135	4.05939e-05	5	0.0835378	-0.0478552	0.0633392	0.148341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	117.2542	0.157131	0.0335678	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.998709	0.99967	1.00033	1.00129	0.146877	0.100486	75.516	83.3112	95.9601	83.5984	85.2356	70.6	69.5498	95.5059	85.7965	70.6	81.4819	71.7827	83.5968	67.1103	89.4645	93.4383	83.7256	83.5984	67.4492	83.4959	88.381	70.6001	72.0274	99.5979	70.589	70.3256	89.6407	85.7965	99.5979	96.1795	82.3544	67.636	70.6	67.557	86.2951	90.3578	77.0163	85.7998	70.6001	67.7539	85.7998	94.9571	93.4383	70.6001	0.43124	1.47624	9.708689	-7.878142	4.50581	20.30233
10600	-3725.475	-3183.407	-542.0686	856238.9	0.0244009	9.18217e-05	0.165538	1.95643e-07	2.91872e-05	1.55999e-05	0.0478308	0.476991	1.76731e-05	6.04823e-05	0.0457368	0.00185758	7.52598e-07	0.0219156	0.000290106	0.00128546	2.07999e-07	0.00107526	0.0225518	0.00419873	1.23138e-06	6.4992e-07	0.00331347	1.01069e-05	0.000387663	0.211359	0.000213557	2.37612e-05	0.00310573	3.51701e-05	2.40861e-08	2.14665e-05	0.240724	6.92026e-05	8.72152e-05	0.134559	0.00103168	0.000315697	0.000103176	0.0383925	0.0157543	0.0437165	0.000143566	0.000939083	0.0217909	0.00420708	0.0432535	38443.9	1.80243e-05	0.00252099	4.22038e+12	8.25076e-06	0.0986213	4.23267e+12	0.000229326	0.0151936	6.78868e-06	6.36907e-06	4.05662e-07	1.81362e-07	0.000774097	4.96135e+12	5.81301e+12	0.103583	3.19218e-05	0.00443448	3.99794e+06	60491.9	2.49682	1.3644e+09	0.199353	0.0386621	1713.13	5685.73	9.49611e-06	1.94177	0.367581	0.275002	0.00136363	0.00715368	2.79843e+12	2.29515e+07	0.0278512	0.000275737	0.0132861	1.58693e-05	6	0.0307075	-0.0296543	0.0965909	0.0437019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	120.4114	0.169347	0.0800103	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.998627	0.999649	1.00035	1.00137	0.127298	0.0140476	75.516	81.6182	94.9223	83.5984	84.7495	70.6	69.5498	95.5059	85.7965	70.6	81.4819	69.8275	83.5949	67.1103	88.3723	93.49	83.7256	83.5984	67.4492	83.4695	88.381	70.6001	71.4926	99.5979	70.5607	70.3256	92.3462	85.7965	99.5979	96.1795	82.3544	67.6049	70.6	67.557	86.2951	90.3578	77.0163	85.7998	70.6001	67.7539	85.7998	94.9571	93.49	70.6001	0.758776	3.11098	10.9407	-8.816259	4.734712	22.4175
