Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	branch_rate_var[53]	branch_rate_var[54]	branch_rate_var[55]	branch_rate_var[56]	branch_rate_var[57]	branch_rate_var[58]	branch_rate_var[59]	branch_rate_var[60]	branch_rate_var[61]	branch_rate_var[62]	branch_rate_var[63]	branch_rate_var[64]	branch_rate_var[65]	branch_rate_var[66]	branch_rate_var[67]	branch_rate_var[68]	branch_rate_var[69]	branch_rate_var[70]	branch_rate_var[71]	branch_rate_var[72]	branch_rate_var[73]	branch_rate_var[74]	branch_rate_var[75]	branch_rate_var[76]	branch_rate_var[77]	branch_rate_var[78]	branch_rate_var[79]	branch_rate_var[80]	branch_rate_var[81]	branch_rate_var[82]	branch_rate_var[83]	branch_rate_var[84]	branch_rate_var[85]	branch_rate_var[86]	character_indicator	diversification[1]	diversification[2]	extinction_rate[1]	extinction_rate[2]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	n_samp_anc	origin_time	psi[1]	psi[2]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	rates_morpho_all_part[1]	rates_morpho_all_part[2]	rates_morpho_all_part[3]	rates_morpho_all_part[4]	rates_morpho_core[1]	rates_morpho_core[2]	rates_morpho_core[3]	rates_morpho_core[4]	rates_morpho_cranium[1]	rates_morpho_cranium[2]	rates_morpho_cranium[3]	rates_morpho_cranium[4]	rates_morpho_limb[1]	rates_morpho_limb[2]	rates_morpho_limb[3]	rates_morpho_limb[4]	rates_morpho_tooth[1]	rates_morpho_tooth[2]	rates_morpho_tooth[3]	rates_morpho_tooth[4]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	speciation_rate[1]	speciation_rate[2]	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	turnover[1]	turnover[2]	ucln_mean	ucln_mu	ucln_sigma	ucln_var
16300	-3817.553	-3238.503	-579.0504	294743.5	0.000190574	1.9651e-06	0.00307995	9.51358e-08	2.83185e-06	3.9771e-06	1.10539	8.82525e-07	0.00361279	0.000454732	2.78285e-09	0.0282052	0.000406666	0.0024839	0.000303203	1.08113e-05	0.855022	0.0241172	0.0134654	1.63113e-07	0.00112261	0.0303421	9.36588e-06	8.70425e-06	5.14285e-08	0.000289679	0.000534435	5.17463e-08	0.0123165	2.88019e-05	0.00707713	0.044428	3.27957e-05	7.7052e-06	4.28367e-07	0.00694108	0.0424864	0.0688137	0.11536	0.208694	0.000734531	1.59922e-08	8.43387e-05	0.000482432	1.78317e+12	3.90209	221.424	1.76251e+12	8.87849	0.00134553	0.188601	0.0243222	4.60899e+11	9.01854e-05	0.319671	0.000280487	8.45823e+08	28.6349	7.42597e-06	0.118579	2.07156e+13	0.0326868	0.00013687	0.130016	0.0838934	3.00649e+12	6.82319e+08	2.00155e+13	0.0125418	0.00587663	0.106399	0.000322567	5.49855e-07	0.00212076	1.13254e-07	0.128225	1.17877e+13	0.00044612	0.0205802	0.121729	6.09753e-10	1.40695	0.00830414	1.46866e-07	0.119057	0.102659	1	0.0798728	-0.068661	0.134968	0.245518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.167271	0.100793	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.99766	0.999401	1.0006	1.00234	0.21484	0.176857	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.628223	1.38823	10.96164	-9.609003	4.899674	24.00681
16400	-3824.646	-3244.519	-580.1274	539697.5	0.000109266	4.01647e-09	0.143065	8.93458e-10	4.31693e-07	0.000135816	1.15887	5.74412e-05	0.00306749	0.00296112	3.16559e-08	2.4714e-07	5.11593e-07	1.26056e-05	0.000131268	6.1573e-06	0.504237	0.00544073	39.2895	5.58496e-08	5.4811e-06	1.58951e-05	0.00027212	0.0018786	5.59673e-06	0.00295902	4.38817e-10	6.5059e-08	2.39293e-07	7.94155e-05	0.0330308	0.0365792	9.86575e-05	0.000256793	8.0899e-05	0.00804535	0.0491164	0.0212789	0.0504434	0.191591	0.00149251	0.000332005	0.223776	0.00825621	3.47162e+12	0.820611	5.99825	3.25849e+12	7.71641	1.436e-08	0.423239	0.0199863	9.91648e+10	0.00453969	0.639862	0.000201446	6.05155e+08	41.3279	0.00056304	0.0678155	2.17726e+13	0.0340314	0.000328867	0.113846	0.0580491	4.98047e+12	7.39187e+08	3.52172e+13	0.0188605	0.00458599	0.0875239	4.42617e-05	8.97128e-08	0.00862256	1.36504e-09	0.0994742	2.17813e+13	0.000743685	0.0255132	0.105702	0.00220881	0.000514949	0.00623951	0.00259739	0.16444	0.0277271	6	0.0723736	-0.159482	0.139091	0.335689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.164332	0.064541	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.99827	0.999558	1.00044	1.00173	0.211465	0.176207	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.657752	1.90508	11.27722	-9.846654	4.953673	24.53888
16500	-3850.722	-3250.03	-600.6922	671423.6	0.00159345	7.03175e-08	0.000264122	5.00503e-05	4.59262e-05	0.00402264	1.36795	4.50613e-06	0.00373742	0.000328561	1.43137e-07	9.83692e-08	3.32856e-05	0.010784	0.00072294	9.35687e-05	1.10115	0.0156849	44.3753	6.91449e-08	1.91676e-06	2.29484e-09	0.000343475	0.014164	0.00119016	1.38897e-05	1.45974e-07	3.44477e-06	0.000769412	1.11969e-05	0.043067	0.0372857	7.24237e-06	8.35649e-07	1.60333e-05	0.00851656	0.0356424	0.0912315	0.0894168	0.156922	0.00232199	0.00351952	0.0223685	0.000423543	3.25481e+12	0.22582	67.0389	2.1611e+12	7.14026	4.077e-05	0.233287	0.020846	4.1316e+10	0.00217633	0.378145	0.0534508	3.7512e+08	28.5369	0.000115176	0.0924519	2.03879e+13	0.0165297	9.66331e-06	0.146196	0.0544765	4.90603e+12	5.99595e+08	1.98671e+13	0.0221146	0.00190441	0.0698848	6.17608e-06	1.41393e-06	0.00474855	1.52594e-10	0.204498	1.11869e+13	0.000160803	0.00436361	0.205616	0.00181474	0.000711363	0.0068821	0.00249773	0.476799	0.0833153	6	0.0920757	-0.0909241	0.163924	0.305125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.129767	0.0348063	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.998449	0.999603	1.0004	1.00155	0.256	0.214201	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.640329	1.42448	9.63263	-8.885583	4.722444	22.30148
16600	-3861.923	-3243.098	-618.8243	264811.1	2.52125e-05	2.2554e-07	6.39613e-05	9.32987e-05	0.000149415	2.26878e-05	1.07674	0.000626843	0.0021872	2.45244	5.33807e-05	0.000110173	2.41042e-05	0.0030976	0.0873783	0.000117263	0.626433	0.000243591	12.5504	2.39992e-07	8.25798e-07	3.67439e-07	0.00356238	0.0048601	0.000188019	0.000197139	1.28911e-07	6.19279e-05	0.00201722	2.53759e-06	0.000703237	0.0450048	0.00052357	2.96573e-08	6.61017e-05	0.00316214	0.0519479	0.0521816	0.098114	0.152817	8.50063e-05	0.000987665	0.000706727	0.000674228	1.23462e+12	70.5918	200.166	1.61299e+12	6.79218	3.28843e-05	0.445067	0.0152314	7.38887e+11	0.00032916	0.36717	3.78585e-06	4.82944e+08	31.4753	1.12259e-07	0.0642101	1.81843e+13	0.0472674	1.44748e-07	0.117386	0.072637	5.34952e+12	6.77977e+08	1.90639e+13	0.0138004	0.00590467	0.0695079	7.56889e-07	0.00358128	0.00168109	0.00748671	0.107878	1.84097e+13	0.000779927	0.0136032	0.161905	0.000179561	0.00102046	0.00268763	1.41888e-05	0.50605	0.0876948	4	0.0642403	-0.126266	0.115339	0.405033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.195749	0.0100784	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.997531	0.999368	1.00063	1.00247	0.179579	0.278767	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.642273	1.45295	12.73895	-9.347306	4.876878	23.78394
16700	-3793.277	-3251.396	-541.8818	153068.9	0.00152182	6.33861e-07	1.89915e-06	3.93083e-06	3.38495e-05	5.08687e-06	0.666846	6.92648e-05	0.00328951	2.66416e-05	1.00117e-06	2.69756e-05	3.83301e-05	0.036726	1.18114e-05	1.0026e-06	0.886119	0.0224323	0.0358812	1.40001e-08	8.97941e-06	1.53059e-08	1.98149e-07	0.208175	1.37901e-06	0.000463019	0.000135034	4.05333e-05	0.00129751	5.25556e-06	0.0262583	0.0632058	4.06222e-09	3.70756e-09	0.00104278	0.00476547	0.0419455	0.103036	0.0273675	0.212442	6.08135e-06	2.87207e-06	3.58049e-06	8.20528e-06	2.45107e+12	68.5886	207.812	3.88365e+12	8.74853	0.000760395	0.430075	0.0187048	5.32405e+11	7.00665e-05	0.400446	0.0054023	8.54546e+08	8.3575	4.88165e-08	0.0907578	1.89955e+13	0.0295124	3.73325e-07	0.0808233	0.0558052	4.06497e+12	6.89423e+08	2.75866e+13	0.0134581	0.00257804	0.0640597	4.30618e-06	4.8635e-08	0.000438569	0.000149593	0.10883	2.11878e+13	0.000570475	0.0253099	0.167379	3.7767e-06	0.00409941	0.00370798	4.2317e-08	0.0376418	0.0686059	4	0.105431	-0.0744592	0.142052	0.687632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.16625	0.00964427	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.996753	0.999168	1.00083	1.00325	0.247484	0.613173	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.573987	1.12143	11.9206	-10.51977	5.098634	25.99607
16800	-3848.815	-3242.022	-606.7932	299495.7	0.113436	1.55847e-07	0.000473194	6.84904e-05	0.0035843	0.000211253	0.670092	0.0125536	0.00275015	0.00153678	0.342478	0.00434363	4.36271e-05	0.00059367	9.57476e-06	3.10185e-07	0.444596	0.10508	0.000243768	4.46428e-06	7.3919e-05	8.00333e-07	4.13344e-07	0.00927118	0.000552156	0.0031285	9.78224e-07	0.014353	8.98587e-08	8.79476e-07	0.00787915	0.0685699	7.45153e-09	3.56114e-07	0.0494038	0.000564241	0.0604796	0.156015	0.0460698	0.190175	0.00367139	8.16542e-08	7.44966e-05	1.92385e-08	2.09304e+12	2.12523	430.624	4.49845e+12	8.48757	0.00216865	0.275755	0.0174139	4.96812e+11	0.000417192	0.47109	0.12249	9.92669e+08	33.298	5.53062e-05	0.00470446	1.48621e+13	0.0217943	9.16807e-06	0.0888883	0.0726159	4.02737e+12	6.58818e+08	2.10174e+13	0.0140557	0.00616225	0.12095	2.94064e-06	5.07964e-08	8.47887e-06	5.61949e-07	0.133108	2.23967e+13	0.00306062	0.0586577	0.186684	2.74887e-07	0.794366	0.00581889	1.0149e-06	0.199761	0.0445821	5	0.099371	-0.204598	0.119107	0.357931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.14632	0.00864821	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.997678	0.999406	1.00059	1.00232	0.218478	0.153333	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.545167	2.33434	12.40658	-9.220586	4.845372	23.47763
16900	-3900.541	-3238.721	-661.82	778551.1	0.117321	5.84771e-06	0.00770004	1.17945e-05	0.0219772	7.98606e-05	0.789344	4.13088e-06	0.000886643	6.85623e-05	0.151031	0.00193941	0.0190607	0.00222092	2.63147e-05	3.69846e-05	7.6448	0.0231617	0.000881625	8.33861e-07	0.0010754	6.08522e-08	1.99085	0.0114785	1.34251e-05	0.183767	3.21842e-07	0.00248826	1.61705e-06	1.43394e-08	0.00370117	0.037545	0.000240852	0.000488543	0.0083809	0.0013581	0.0481716	0.0907221	0.0734025	0.156719	0.000124226	0.696949	6.05915e-06	1.70695e-06	2.70391e+12	84.1444	144.027	2.44631e+12	6.31281	1.32206e-06	0.215943	0.022441	4.64402e+11	0.00111855	0.364143	0.114887	6.23753e+08	26.5744	1.92617e-06	0.0256505	2.00228e+13	0.0246236	0.00107802	0.131907	0.075392	3.08419e+12	6.75649e+08	1.76824e+13	0.0184914	0.00410284	0.0670099	0.00021426	5.98477e-08	0.000165323	3.88702e-06	0.131655	1.54103e+13	0.00654981	0.0132045	0.153465	9.6527e-07	0.0189532	0.00461483	0.000542741	0.448102	0.0966412	4	0.0700053	0.0183103	0.0814562	0.107503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.174701	0.0174258	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.99856	0.999632	1.00037	1.00144	0.151462	0.125813	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.537801	0.854465	13.87624	-8.604941	4.740278	22.47024
17000	-3848.96	-3247.866	-601.0948	747994.3	4.3918e-06	0.00701264	0.369772	0.000273561	4.87627e-05	0.000266702	0.604477	3.12225e-05	0.00190259	0.00216034	6.0194e-07	0.000105603	0.00102879	4.90047e-05	0.000693204	0.000978013	2.19811	0.735936	2.18724e-07	4.15939e-05	2.99332e-05	1.07213e-05	0.00345368	0.000376565	0.000294965	5.3126e-06	5.6026e-07	0.000334409	0.00013307	1.28628e-05	0.000195481	0.0310558	6.40392e-07	6.76186e-05	0.000110302	0.00647044	0.0452319	0.071212	0.0354612	0.179591	0.00176019	0.000729847	0.0123124	4.71742e-06	1.97941e+12	4.64218	33.1492	1.97671e+12	6.75591	6.08934e-08	0.278021	0.0191926	4.05453e+11	0.000223634	0.71537	0.0997285	4.53611e+08	38.0062	5.12143e-08	0.112928	1.61164e+13	0.0485548	5.54671e-05	0.0952171	0.0525722	5.46825e+12	6.83002e+08	2.26897e+13	0.0129668	0.00393508	0.14163	0.000554073	4.18159e-08	0.00127342	1.17009e-06	0.0456735	1.42394e+13	0.000208659	0.0135701	0.132654	2.14011e-06	0.000144375	0.00623087	3.37e-06	0.524119	0.125804	5	0.0587743	-0.201721	0.0870311	0.329003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.228085	0.018001	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.998531	0.999624	1.00038	1.00147	0.145805	0.127281	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.596899	2.58485	8.6714	-9.399101	4.808145	23.11826
17100	-3880.953	-3245.882	-635.0713	152539.3	8.26785e-06	0.000261994	2.19757	4.65208e-06	2.279e-05	0.000178808	0.891552	0.000589023	0.00080728	0.000150281	1.14456e-06	0.000758001	5.61495e-06	2.02216e-05	2.0552e-05	1.18979e-06	92.0263	0.00720104	1.65616e-07	3.60319e-06	0.00011214	8.71848e-07	0.0145316	0.908346	0.000132994	0.0200148	1.92281e-07	0.00241591	0.000608661	5.24459e-05	1.49169e-06	0.0362539	4.45475e-08	3.67242e-05	1.99877e-05	0.00245133	0.0573626	0.0149368	0.0576323	0.164856	0.00230369	0.00644741	0.00122308	0.000923748	3.27223e+12	1.57559	0.141989	4.77909e+12	9.92269	2.40144e-06	0.219369	0.0157726	1.09184e+11	7.8513e-05	0.473698	0.0549031	5.25916e+08	23.7498	0.0105158	0.112602	1.76468e+13	0.0088707	0.00146444	0.126506	0.0358663	4.34325e+12	7.00238e+08	2.27229e+13	0.010587	0.00339716	0.153237	0.000119514	0.0102555	0.0055871	0.000218976	0.152295	2.0867e+13	2.08859e-06	0.0276748	0.145697	0.0156145	0.00331946	0.00414908	0.00361176	0.315116	0.0808338	5	0.0796319	-0.105604	0.180385	0.184704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.207047	0.116762	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.996747	0.999167	1.00083	1.00326	0.260017	0.0791	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.693743	2.33507	9.605533	-8.422266	4.622684	21.36921
17200	-3876.176	-3235.876	-640.3002	503705.4	1.68582e-05	0.00337433	1.48071e-06	3.68177e-08	0.00907109	0.0463503	0.931678	0.00630975	0.00228666	0.000120893	3.66679e-05	2.29883e-06	1.16913e-07	0.00531364	4.40323e-06	2.13838e-05	740.625	0.0923922	5.28765e-07	1.71525e-07	1.05129e-05	7.88105e-07	1.8779e-05	0.000134794	3.18944e-05	5.24455e-06	0.33508	2.09403e-05	1.62713e-05	1.04296e-06	0.000636554	0.0500758	5.14857e-06	0.00010511	2.49014e-05	0.0032581	0.0429517	0.168778	0.0613878	0.140236	0.000212684	0.000608808	0.27414	0.000367467	2.28643e+12	1.42666	0.657629	1.85628e+12	8.69728	4.94378e-07	0.449586	0.0184756	4.54235e+11	0.00362431	0.540884	0.0171067	9.50644e+08	33.4658	0.0125916	0.0553837	1.4902e+13	0.0206415	0.000204832	0.125837	0.0834026	2.10827e+12	6.4729e+08	2.65559e+13	0.0169253	0.00489733	0.0875853	0.00648359	0.0932431	0.00238217	0.002328	0.100749	1.94588e+13	0.0144022	0.0304005	0.165292	3.52743e-07	0.00965074	0.00584476	0.00911571	0.593648	0.0725419	3	0.0308097	-0.244632	0.0874961	0.721729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	127.2203	0.128052	0.0110225	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.99821	0.999542	1.00046	1.00179	0.118306	0.477097	81.7246	76.4285	127.22	83.5842	83.623	70.0303	68.2311	96.1936	88.3495	69.332	82.2518	70.8993	83.526	70.1356	88.3591	93.4845	84.986	83.4986	69.1122	67.9949	89.2002	70.1357	81.0799	96.1255	69.332	81.0799	89.4127	85.6837	96.1936	98.7572	83.4986	70.4519	67.5318	69.585	85.8529	93.4845	74.0803	74.0517	70.0303	68.5067	71.2819	96.1936	93.4845	72.5172	0.739576	1.51275	11.52152	-8.869555	4.756842	22.62754
